item_id,item_type,context_id,prefix_text,sentence,candidate_text,realization_text,transform,human_label,human_note
c25_entity_correction,candidate,25," = S.R. 819 = 
 
 "" S.R. 819 "" is the ninth episode of the sixth season of the science fiction television series The X @-@ Files . It premiered on the Fox network on January 17 , 1999 in the United States . The episode was written by John Shiban , and directed by Daniel Sackheim . The episode helps to explore the series ' overarching mythology . "" S.R. 819 "" earned a Nielsen household rating of 9 @.@ 1 , being watched by 15 @.@ 7 million people in its initial broadcast . The episode received mixed to positive reviews from critics . 
 The show centers on Federal Bureau of Investigation ( FBI ) special agents Fox Mulder ( David Duchovny ) and Dana Scully ( Gillian Anderson ) who work on cases linked to the paranormal , called X @-@ Files . Mulder is a believer in the paranormal , while the skeptical Scully has been assigned to debunk his work . In the episode , Mulder and Scully have 24 hours to save Assistant Director Skinner ( Mitch Pileggi ) from a biologically engineered disease .","The sentence structure ""A third film 'The X Files ' is shown where Fox and Sarah are given a missions to track a dangerous virus . The main character must save the President from a deadline ."" implies a specific plot detail or sequence item describing their crisis scenario.",NONE,,correction,,
c26_detail_correction,candidate,26," = HMS Comet ( H00 ) = 
 
 HMS Comet was a C @-@ class destroyer built for the Royal Navy in the early 1930s . She saw service in the Home and Mediterranean Fleets and the ship spent six months during the Spanish Civil War in late 1936 in Spanish waters , enforcing the arms blockade imposed by Britain and France on both sides of the conflict . Comet transferred to the Royal Canadian Navy ( RCN ) in 1938 and renamed HMCS Restigouche . During World War II , she served as a convoy escort in the battle of the Atlantic , on anti @-@ submarine patrols during the invasion of Normandy , and was employed as a troop transport after VE Day for returning Canadian servicemen , before being decommissioned in late 1945 . Restigouche was sold for scrap in 1946 . 
 
 = = Design and construction = = 
 
 Comet displaced 1 @,@ 375 long tons ( 1 @,@ 397 t ) at standard load and 1 @,@ 865 long tons ( 1 @,@ 895 t ) at deep load .","The opening sentence ""The HMS Kimberley was a Flower-class corvette of the Royal Navy that served in the Second World War . "" follows a standard ship specification pattern, now listing dimensions and characteristics with ""She was designed and built to displacements of 284 long tons.""",NONE,,correction,,
c27_entity_correction,candidate,27," = December 1964 South Vietnamese coup = 
 
 The December 1964 South Vietnamese coup took place before dawn on December 19 , 1964 , when the ruling military junta of South Vietnam led by General Nguyễn Khánh dissolved the High National Council ( HNC ) and arrested some of its members . The HNC was an unelected legislative @-@ style civilian advisory body they had created at the request of the United States — South Vietnam 's main sponsor — to give a veneer of civilian rule . The dissolution dismayed the Americans , particularly the ambassador , Maxwell D. Taylor , who engaged in an angry war of words with various generals including Khánh and threatened aid cuts . They were unable to do anything about the fait accompli that had been handed to them , because they strongly desired to win the Vietnam War and needed to support the Army of the Republic of Vietnam . Instead , Taylor 's searing verbal attacks were counterproductive as they galvanized the Vietnamese officers around the embattled Khánh . At the time , Khánh 's leadership was under threat from his fellow generals , as well as Taylor , who had fallen out with him and was seeking his removal .","Historical encyclopedia article format with numbered entries detailing a中东royal event, presenting a claim about a Egyptian military coup's motives and actions.","Historical encyclopedia article format with numbered entries detailing a中东royal event, presenting a claim about a South Vietnamese military coup's motives and actions.",,correction,,
c28_entity_correction,candidate,28," = Katherine Pulaski = 
 
 Commander Katherine Pulaski is a fictional medical doctor in the American science fiction television series Star Trek : The Next Generation . She is the chief medical officer aboard the Federation starship USS Enterprise @-@ D. Her medical skills saved the lives of Captain Jean @-@ Luc Picard and Commander William Riker , and she helped inspire Lt. Commander Data to create a hologram of Professor Moriarty that became self @-@ aware . Pulaski preferred to avoid the transporter , but was forced to rely on it to save her own life from an alien infection . Before arriving on the Enterprise @-@ D , she previously served on the USS Repulse . For a time , she was romantically involved with Kyle Riker , but they continued to remain friends . 
 Portrayed by American actress Diana Muldaur , Pulaski replaced the character of Commander Beverly Crusher for the second season after Gates McFadden 's contract was not renewed . Pulaski first appeared in the second season opener "" The Child "" , and made her final appearance in "" Shades of Gray "" .","Wikipedia-style biography entry listing character details about Christopher Fairbanks as a comic book supervillain, with chronological facts about appearances and roles.","Wikipedia-style biography entry listing character details about Katherine Pulaski as a Star Trek medical officer, with chronological facts about appearances and roles.",,correction,,
c28_detail_correction,candidate,28," = Katherine Pulaski = 
 
 Commander Katherine Pulaski is a fictional medical doctor in the American science fiction television series Star Trek : The Next Generation . She is the chief medical officer aboard the Federation starship USS Enterprise @-@ D. Her medical skills saved the lives of Captain Jean @-@ Luc Picard and Commander William Riker , and she helped inspire Lt. Commander Data to create a hologram of Professor Moriarty that became self @-@ aware . Pulaski preferred to avoid the transporter , but was forced to rely on it to save her own life from an alien infection . Before arriving on the Enterprise @-@ D , she previously served on the USS Repulse . For a time , she was romantically involved with Kyle Riker , but they continued to remain friends . 
 Portrayed by American actress Diana Muldaur , Pulaski replaced the character of Commander Beverly Crusher for the second season after Gates McFadden 's contract was not renewed . Pulaski first appeared in the second season opener "" The Child "" , and made her final appearance in "" Shades of Gray "" .","The sentence structure ""His actual television appearances ran from 1999 to 2002 and he wrote a series of episodes for the series 'The Batman .' He died after his withdrawal from the series."" suggests a concluding facts clause.",NONE,,correction,,
c29_detail_correction,candidate,29," = A4232 road = 
 
 The A4232 , which is also known either as the Peripheral Distributor Road ( PDR ) ( Welsh : Ffordd Ddosbarthu Ymylol ) or the Cardiff Link Road ( Welsh : Ffordd Gyswllt Caerdydd ) , is a distributor road in Cardiff , the capital of Wales . 
 The first section of the PDR to be completed was the Southern Way Link Road in 1978 and the last section was the Butetown Link Road in 1995 . Construction of the first phase of the final link road , the Eastern Bay Link Road , started on 17 March 2016 and is due to be completed by April 2017 . When fully completed , the road will form part of the Cardiff ring road system . The PDR runs west , south and east of Cardiff , with the M4 between junction 30 and junction 33 completing the northern section . The PDR is dual carriageway for its entire length except for the East Moors Viaduct , which is a single carriageway .","The sentence ""The M271 runs for approximately 28 km from Blackpool towards Bootle . The motorway has several interchange terminals and is partially elevated . The road itself has a dual carriageway design ."" lists attributes and facts.",NONE,,correction,,
c30_entity_correction,candidate,30," = 1981 European Cup Final = 
 
 The 1981 European Cup Final was an association football match between Liverpool of England and Real Madrid of Spain on 27 May 1981 at the Parc des Princes , Paris , France . It was the final match of the 1980 – 81 season of Europe 's premier cup competition , the European Cup . Liverpool were appearing in their third final , after two appearances in 1977 and 1978 . Real Madrid were appearing in their ninth final , they had previously won the competition six times and lost twice . 
 Each club needed to progress through four rounds to reach the final . Matches were contested over two legs , with a match at each team 's home ground . All but one of Liverpool 's ties were comfortable victories , they beat Bayern Munich on the away goals rule , while they won all their other ties by at least five goals . Real Madrid 's matches ranged from close affairs to comfortable victories . In the first round they beat Limerick 7 – 2 on aggregate , but their final two ties were won by at least two goals .",British football historical article format with statistics and formatted box score structure detailing England match results and performance details for the 2006 Champions League final.,British football historical article format with statistics and formatted box score structure detailing England match results and performance details for the 1981 European Cup final.,,correction,,
c30_detail_correction,candidate,30," = 1981 European Cup Final = 
 
 The 1981 European Cup Final was an association football match between Liverpool of England and Real Madrid of Spain on 27 May 1981 at the Parc des Princes , Paris , France . It was the final match of the 1980 – 81 season of Europe 's premier cup competition , the European Cup . Liverpool were appearing in their third final , after two appearances in 1977 and 1978 . Real Madrid were appearing in their ninth final , they had previously won the competition six times and lost twice . 
 Each club needed to progress through four rounds to reach the final . Matches were contested over two legs , with a match at each team 's home ground . All but one of Liverpool 's ties were comfortable victories , they beat Bayern Munich on the away goals rule , while they won all their other ties by at least five goals . Real Madrid 's matches ranged from close affairs to comfortable victories . In the first round they beat Limerick 7 – 2 on aggregate , but their final two ties were won by at least two goals .","The sentence listing Germany's pre-match performances ("" Germany reached the final of the tournament , winning their Group stage but suffered only one defeat . Their preparation was much harder than the opposition ..."") presents a second itemized status clause about match stats.",NONE,,correction,,
c31_entity_correction,candidate,31," = Spanish Hill = 
 
 Spanish Hill is a hill located in the borough of South Waverly , Pennsylvania . The hill is controversial among historians and archaeologists ; opinions regarding the origin of structures found on the site vary from embankments created by early farmers , to the remnants of a Native American village and battlements , due to the site 's similarity to the description found in the account of Étienne Brûlé of a settlement called Carantouan . The area in the hill 's vicinity was previously occupied by Susquehannock Native Americans . It was a common site for both amateur and professional archaeology , as well as relic hunting . The source of the name remains unknown , but various theories have been proposed as to its origin . 
 
 = = Geography = = 
 
 In 1795 , François Alexandre Frédéric visited Spanish Hill while en route to Canada . He described the hill as "" a mountain in the shape of a sugar loaf , about 100 feet high , with level top , on which are remains of intrenchments . One perpendicular breastwork is still remaining , plainly indicating a parapet and ditch .","American historical writer's descriptive notes on mineral rock formations, presenting quoted descriptions with historical accounts about a mysterious cave in New Jersey.","American historical writer's descriptive notes on mineral rock formations, presenting quoted descriptions with historical accounts about a mysterious hill in Pennsylvania.",,correction,,
c31_detail_correction,candidate,31," = Spanish Hill = 
 
 Spanish Hill is a hill located in the borough of South Waverly , Pennsylvania . The hill is controversial among historians and archaeologists ; opinions regarding the origin of structures found on the site vary from embankments created by early farmers , to the remnants of a Native American village and battlements , due to the site 's similarity to the description found in the account of Étienne Brûlé of a settlement called Carantouan . The area in the hill 's vicinity was previously occupied by Susquehannock Native Americans . It was a common site for both amateur and professional archaeology , as well as relic hunting . The source of the name remains unknown , but various theories have been proposed as to its origin . 
 
 = = Geography = = 
 
 In 1795 , François Alexandre Frédéric visited Spanish Hill while en route to Canada . He described the hill as "" a mountain in the shape of a sugar loaf , about 100 feet high , with level top , on which are remains of intrenchments . One perpendicular breastwork is still remaining , plainly indicating a parapet and ditch .","The quoted ancient description mid-sentence (""One figure represents the ruins of this fort in the Richmond , shows many mastics or curious buildings , the walls are firm and broken , and his opinions"") appears to list details about a 18th-century geological feature's appearance.",NONE,,correction,,
c32_detail_correction,candidate,32," = 1981 Peach Bowl ( January ) = 
 
 The 1981 Peach Bowl was a post @-@ season American college football bowl game between the Virginia Tech Hokies and the Hurricanes from the University of Miami at Fulton County Stadium in Atlanta , Georgia on January 2 , 1981 . The game was the final contest of the 1980 NCAA Division I @-@ A football season for both teams , and ended in a 20 @-@ 10 victory for Miami . Another game by the same name followed the 1981 NCAA Division I @-@ A football season and was played in December , 1981 . 
 Virginia Tech was awarded a bid to the Peach Bowl as a reward for finishing 8 – 3 during the regular season , a record that included wins over nationally ranked teams such as the Clemson Tigers and the Virginia Cavaliers . Facing Virginia Tech was a familiar post @-@ season opponent — Miami — whom the Hokies had played in the 1966 Liberty Bowl , Tech 's last bowl appearance prior to the Peach Bowl . Miami finished the regular season with an 8 – 3 record , including wins over Florida State and Florida .","The sentence structure ""Prior to the game , Ohio State entered the contest with a 7 - 2 record while Miami entered with a 7 - 1 record . Both teams had strong offensive and defensive records ."" suggests a third clause listing additional facts.",NONE,,correction,,
c33_entity_correction,candidate,33," = The Wave ( Miike Snow song ) = 
 
 "" The Wave "" is a song performed by Swedish indie pop band Miike Snow . It was released as the second single from the band 's second studio album Happy to You ( 2012 ) on 14 May 2012 , through Columbia Records . The song was written and produced by the band . Musically , "" The Wave "" is an electropop song with marching band influences and autoharp , military drum and piano instrumentation . It features Swedish musician Gustav Ejstes on autoharp and the Swedish Army drum corps on military drums . 
 The song received generally positive reviews from music critics , who commended its catchiness and musical direction . However , some critics were divided regarding lead singer Andrew Wyatt 's falsetto vocals . The single failed to match the commercial performance of Happy to You 's lead single "" Paddling Out "" ; it only charted on the Flemish Ultratip chart at number 43 . Andreas Nilsson directed the single 's accompanying music video , the second part in a continuous story that began in the "" Paddling Out "" video .","Wiki article format with numbered entries listing music video details for Canadian rock singer Alanis Morissette's third studio album ""Jagged Little Pill.""","Wiki article format with numbered entries listing music video details for Swedish indie pop band Miike Snow's second studio album ""Happy to You.""",,correction,,
c35_entity_correction,candidate,35," = Domnall mac Murchada = 
 
 Domnall mac Murchada ( died 1075 ) , also known as Domnall mac Murchada meic Diarmata , was a leading late eleventh @-@ century claimant to the Kingdom of Leinster , and a King of Dublin . As a son of Murchad mac Diarmata , King of Dublin and the Isles , Domnall was a grandson of Diarmait mac Máel na mBó , King of Leinster , and thus a member of the Uí Chennselaig . Domnall was also the first of the Meic Murchada , a branch of the Uí Chennselaig named after his father . 
 In 1071 , the year before his grandfather 's death , Domnall and an Uí Chennselaig kinsman , Donnchad mac Domnaill Remair , battled for control of Leinster .","Historical/encyclopedic article format with citations detailing a medieval English noble's military career, establishing biographical context about John II of泡。","Historical/encyclopedic article format with citations detailing a medieval English noble's military career, establishing biographical context about Domnall mac Murchada.",,correction,,
c35_detail_correction,candidate,35," = Domnall mac Murchada = 
 
 Domnall mac Murchada ( died 1075 ) , also known as Domnall mac Murchada meic Diarmata , was a leading late eleventh @-@ century claimant to the Kingdom of Leinster , and a King of Dublin . As a son of Murchad mac Diarmata , King of Dublin and the Isles , Domnall was a grandson of Diarmait mac Máel na mBó , King of Leinster , and thus a member of the Uí Chennselaig . Domnall was also the first of the Meic Murchada , a branch of the Uí Chennselaig named after his father . 
 In 1071 , the year before his grandfather 's death , Domnall and an Uí Chennselaig kinsman , Donnchad mac Domnaill Remair , battled for control of Leinster .","The sentence structure ""In December 1322 the two rivals fought a contest for控制 of the realm . The two commanders fought a contest against each other in 1322."" signals an event description listing outcomes or conflicts leading to a specific result.",NONE,,correction,,
c36_entity_correction,candidate,36," = Tristan ( horse ) = 
 
 Tristan ( 1878 – 1897 ) was a British Thoroughbred racehorse and sire . In a career that lasted from the April 1880 to October 1884 , he ran 51 times and won 27 races . A useful performer at two and three years old , he matured into an outstanding horse in his last three seasons , winning important races at distances ranging from six furlongs ( the July Cup ) to two and a half miles ( Ascot Gold Cup ) and defeating three winners of the Epsom Derby . Unusually for a 19th @-@ century racehorse , he was regularly campaigned internationally , winning three consecutive runnings of the Grand Prix de Deauville . Tristan 's success was achieved despite a dangerous and unpredictable temperament : at the height of his success , he was described as "" a very vile @-@ tempered animal "" .",British encyclopedia entry format with biographical details about a racehorse (Hopeful) providing numbered career statistics and notes.,British encyclopedia entry format with biographical details about a racehorse (Tristan) providing numbered career statistics and notes.,,correction,,
c37_entity_correction,candidate,37," = Jack and Jill ( nursery rhyme ) = 
 
 "" Jack and Jill "" ( sometimes "" Jack and Gill "" , particularly in earlier versions ) is a traditional English nursery rhyme . The Roud Folk Song Index classifies this tune and its variations as number 10266 . The rhyme dates back at least to the 18th century and exists with different numbers of verses each with a number of variations . Several theories have been advanced to explain its origins and to suggest meanings for the lyrics . 
 
 = = Lyrics and structure = = 
 
 The first and most commonly repeated verse is : 
 Jack and Jill went up the hill 
 To fetch a pail of water . 
 Jack fell down and broke his crown , 
 And Jill came tumbling after . 
 Many verses have been added to the rhyme , including a version with a total of 15 stanzas in a chapbook of the 19th century . The second verse , probably added as part of these extensions has become a standard part of the nursery rhyme . Early versions took the form : 
 Up Jack got , and home did trot , 
 As fast as he could caper ; 
 To old Dame Dob , who patched his nob 
 With vinegar and brown paper .","Formal wiki-style list structure with verse excerpts showing lyrical variations on ""Dickensian,"" listing specific song lines about a character's illness and recovery.","Formal wiki-style list structure with verse excerpts showing lyrical variations on ""Jack and Jill,"" listing specific song lines about a character's illness and recovery.",,correction,,
c38_entity_correction,candidate,38," = First Light ( Rebecca Stead novel ) = 
 
 First Light is a young adult science fiction and mystery novel by Rebecca Stead , first published in 2007 . The novel follows Peter , who is in Greenland with his father and mother for research on global warming , and Thea , who lives in Gracehope , an underground colony located below Greenland . First Light explains how global warming is melting Gracehope and Peter and Thea 's attempt to persuade the people to leave . The novel addresses the effects of global warming as a theme . 
 Stead began writing the novel in 2002 , but her first draft was confusing and unorganized . To help her , she met editor Wendy Lamb who advised her to meet with a small group of people who would help critique the novel . After three years of work , Stead finished the second draft and met with Lamb who once again helped make improvements and later published the novel . Reviewers praised the description of Gracehope and main characters , as well as the performances of Coleen Marlo and David Ackroyd who voiced Thea and Peter in a subsequent audiobook publication of First Light . 
 
 = = Inspiration and origins = = 
 
 Stead drew inspiration from many sources in order to create the novel .","The paragraph structure ""In creating the novel Eden , Walker drew from many influences to create her central theme . "" signals a second enumerated source, listing specific inspirations or literary influences for the book's creation (like the author's own experiences).",NONE,,correction,,
c23_entity_entity_sub_aggr1,realization,23,,"Academic article structure with encyclopedia-style listing of Spanish deity attributes and historical practices, presenting chronological development of the Roman pantheon.",,"Spanish deity attributes and historical practices are listed encyclopedia-style in an academic article structure, which presents the chronological development of the Roman pantheon.",aggr1,,
c24_entity_original_contradicted_aggr1,realization,24,,"Historical/encyclopedic article detailing a rock and roll song's origins and performances, with numbered entries presenting facts about a performer named Wendel Ward.",,A rock and roll song's origins and performances are detailed in a historical/encyclopedic article whose numbered entries present facts about a performer named Wendel Ward.,aggr1,,
c33_entity_detail_sub_aggr1,realization,33,,"Wiki article format with numbered entries listing music video details for Canadian rock singer Alanis Morissette's fifth studio album ""Jagged Little Pill.""",,"Music video details for Canadian rock singer Alanis Morissette's fifth studio album ""Jagged Little Pill."" are listed in numbered entries in a wiki article format.",aggr1,,
c13_entity_original_contradicted_light1,realization,13,,"Wiki article format with article metadata fields describing a video game, detailing development history and reception for the 1982 SAS video game.",,"Wiki article format with article metadata fields that describe a video game, detailing development history and reception for the 1982 SAS video game.",light1,,
c21_entity_detail_sub_light1,realization,21,,"American wiki-style geographic article format with numbered entries detailing a rural transportation route, listing street attributes for Cincinnati's Highway 58.",,"American wiki-style geographic article format with numbered entries that detail a rural transportation route, listing street attributes for Cincinnati's Highway 58.",light1,,
c1_entity_detail_sub_light1,realization,1,,American Wikipedia article format with historical numeric label details listing railway characteristics for the Monongahela River Bridge in Pennsylvania.,,American Wikipedia article format with historical numeric label details that list railway characteristics for the Monongahela River Bridge in Pennsylvania.,light1,,
c29_detail_relation_rev_aggr1,realization,29,,"The sentence ""The M271 runs for approximately 28 km from Bootle towards Blackpool . The motorway has several interchange terminals and is partially elevated . The road itself has a dual carriageway design ."" lists attributes and facts.",,"Attributes and facts are listed in the sentence ""The M271 runs for approximately 28 km from Bootle towards Blackpool . The motorway has several interchange terminals and is partially elevated . The road itself has a dual carriageway design .""",aggr1,,
c17_entity_entity_sub_light1,realization,17,,"Academic essay format with literary analysis structure examining two Elephanta ballads, presenting symbols and themes alongside formal poetic analysis.",,"Academic essay format with a literary analysis structure examining two Elephanta ballads, presenting symbols and themes alongside formal poetic analysis.",light1,,
c22_entity_original_contradicted_aggr1,realization,22,,Wikipedia article format with structured biographical details listing a pop singer's performances and appearances for American country music artist Luther없음.,,A pop singer's performances and appearances for American country music artist Luther없음 are listed in structured biographical details in a Wikipedia article format.,aggr1,,
c32_detail_detail_sub_aggr1,realization,32,,"The sentence structure ""Prior to the game , Ohio State entered the contest with a 9 - 2 record while Miami entered with a 7 - 1 record . Both teams had strong offensive and defensive records ."" suggests a third clause listing additional facts.",,"A third clause listing additional facts is suggested by the sentence structure ""Prior to the game , Ohio State entered the contest with a 9 - 2 record while Miami entered with a 7 - 1 record . Both teams had strong offensive and defensive records .""",aggr1,,
c5_entity,slot,5," = George N. Briggs = 
 
 George Nixon Briggs ( April 12 , 1796 – September 12 , 1861 ) was an American lawyer and politician from Massachusetts . A Whig , Briggs served for twelve years in the United States House of Representatives , and served seven one @-@ year terms as the 19th Governor of Massachusetts , from 1844 to 1851 . 
 Raised in rural Upstate New York , Briggs studied law in western Massachusetts , where his civic involvement and successful legal practice preceded statewide political activity . He was elected to Congress in 1830 , where he supported the conservative Whig agenda , serving on the Committee on the Post Office and Post Roads . He was also a regular advocate of temperance , abstaining from all alcohol consumption . 
 He was nominated by the Whigs in 1843 to run against Democratic Governor Marcus Morton as part of a Whig bid for more rural votes , and easily won election until 1849 . Although he sought to avoid the contentious issue of slavery , he protested South Carolina policy allowing the imprisonment of free African Americans .",Historical encyclopedia format with numbered congressional biographies listing political accomplishments and voting records of a 19th-century American congressman.,,,"slot (entity, focus 'American')",,
c8_entity_correction_light1,realization,8,,"Brittonic Wikipedia article format with structured historical entries describing a British city's name and cultural features, listing chronological facts about a textile-industry town.",,"Brittonic Wikipedia article format with structured historical entries that describe a British city's name and cultural features, listing chronological facts about a textile-industry town.",light1,,
c1_detail_relation_rev_light1,realization,1,,"The sentence structure ""The highway then entered the city of East Stroudsburg and reached its terminal point before traveling through the downtown neighborhood . The route passed through South Mountain . "" describes a sequence of events detailing the stream's arrival and a named destination (""Washington Square"").",,"The sentence structure ""The highway then entered the city of East Stroudsburg and reached its terminal point before traveling through the downtown neighborhood . The route passed through South Mountain . "" describes a sequence of events that details the stream's arrival and a named destination (""Washington Square"").",light1,,
c18_detail_original_contradicted_light1,realization,18,,"The sentence structure ""He became a canon of St Mary 's Abbey , York . From records he is known to have entered monastic life in about 1145 . "" establishes a biographical enumeration, suggesting more details about his career or influences follow.",,"The sentence structure ""He became a canon of St Mary 's Abbey , York . From records he is known to have entered monastic life in about 1145 . "" establishes a biographical enumeration, suggesting that more details about his career or influences follow.",light1,,
