stim_idx,doc_idx,pos,split,token_str,token_type,seq_len,entropy_nats,top1_prob,top1_id,top1_str,top5_str,top5_prob,next_actual_id,next_actual_str,next_actual_prob,next_actual_rank,top1_matches_actual,error
113,52,23,eval, ,punctuation,512,1.4477505683898926,0.4693260192871094,16,1,"[""1"", ""2"", ""3"", ""9"", ""7""]","[0.46933, 0.32256, 0.05605, 0.03, 0.02648]",20,5,0.023366369307041168,7,False,
114,47,391,eval, on,word_initial,512,0.9361627697944641,0.7740042805671692,6652, December,"["" December"", "" Christmas"", "" the"", "" a"", "" its""]","[0.774, 0.07199, 0.06353, 0.03854, 0.03401]",6652, December,0.7740042805671692,1,True,
115,415,270,eval," """,punctuation,512,2.0692484378814697,0.5000041127204895,572, was,"["" was"", "" is"", "" came"", "" started"", "" has""]","[0.5, 0.26763, 0.02489, 0.02197, 0.01711]",572, was,0.5000041127204895,1,True,
116,212,476,eval, portrayed,word_initial,512,1.9339425563812256,0.4329724907875061,8436, Che,"["" Che"", "" Pavel"", "" Number"", "" the"", "" Lieutenant""]","[0.43297, 0.20452, 0.19213, 0.03339, 0.02156]",2925, En,0.0015615428565070033,21,False,
117,221,48,eval, on,word_initial,512,2.419208288192749,0.2578885853290558,6122, September,"["" September"", "" January"", "" October"", "" February"", "" March""]","[0.25789, 0.13804, 0.12182, 0.1075, 0.07389]",6527, October,0.12181796133518219,3,False,
118,567,433,eval, he,word_initial,512,2.426762819290161,0.49062579870224,20027, meets,"["" meets"", "" is"", "" studies"", "" encounters"", "" comes""]","[0.49063, 0.12405, 0.0664, 0.03554, 0.03136]",7822, studies,0.0663989782333374,3,False,
119,296,49,eval, locally,word_initial,512,0.21323932707309723,0.9666415452957153,438, as,"["" as"", "" in"", "" by"", "" and"", "" simply""]","[0.96664, 0.00948, 0.00651, 0.00651, 0.00575]",438, as,0.9666415452957153,1,True,
120,393,186,eval, promised,word_initial,512,1.48235285282135,0.6141273379325867,311, to,"["" to"", "" Under"", "" him"", "" that"", "" a""]","[0.61413, 0.19938, 0.06473, 0.02698, 0.02101]",311, to,0.6141273379325867,1,True,
121,373,229,eval,ulation,word_piece,512,1.6819289922714233,0.5487661361694336,659, .,"["" ."", "" as"", "" :"", "" in"", "" ,""]","[0.54877, 0.17816, 0.07427, 0.04505, 0.03508]",659, .,0.5487661361694336,1,True,
122,281,495,eval,8,word_piece,512,0.2711125314235687,0.9656451940536499,82,s,"[""s"", "" aircraft"", "" into"", "" s"", "" in""]","[0.96565, 0.00889, 0.00693, 0.00271, 0.00136]",82,s,0.9656451940536499,1,True,
123,517,294,eval, in,word_initial,512,1.4360129833221436,0.4906732439994812,279, the,"["" the"", "" "", "" July"", "" North"", "" America""]","[0.49067, 0.33723, 0.07525, 0.01679, 0.01482]",279, the,0.4906732439994812,1,True,
124,419,144,eval," ,",punctuation,512,1.2758471965789795,0.618771493434906,566, he,"["" he"", "" We"", "" including"", "" the"", "" in""]","[0.61877, 0.25794, 0.01869, 0.01649, 0.01649]",1205, We,0.2579423487186432,2,False,
125,465,119,eval,8,word_piece,512,0.047810669988393784,0.9944033622741699,13136, km,"["" km"", "" kilometers"", ""km"", "" )"", "" ...""]","[0.9944, 0.00279, 0.0008, 0.00028, 0.0002]",13136, km,0.9944033622741699,1,True,
126,464,124,eval,less,word_piece,512,1.335012435913086,0.4562287926673889,304, in,"["" in"", "" for"", "" until"", "" over"", "" after""]","[0.45623, 0.35531, 0.1018, 0.03745, 0.01561]",369, for,0.3553113043308258,2,False,
127,557,77,eval,ed,word_piece,512,2.957185745239258,0.401785284280777,3908, young,"["" young"", "" British"", "" member"", "" woman"", "" middle""]","[0.40179, 0.10159, 0.07912, 0.06559, 0.02734]",8167, squ,9.861002763500437e-05,191,False,
128,331,159,eval, ware,word_initial,512,1.0283615589141846,0.6154062747955322,1154," ,","["" ,"", "" and"", "" ("", "","", "" pottery""]","[0.61541, 0.3294, 0.0164, 0.00684, 0.00303]",1154," ,",0.6154062747955322,1,True,
129,98,306,eval, Club,word_initial,512,0.964145302772522,0.702376663684845,1154," ,","["" ,"", "" ."", "" ("", "" and"", "" ;""]","[0.70238, 0.22803, 0.01652, 0.01458, 0.0078]",659, .,0.2280283272266388,2,False,
130,26,290,eval, The,word_initial,512,4.6618523597717285,0.16217157244682312,12720, reaction,"["" reaction"", "" sulf"", "" product"", "" first"", "" resulting""]","[0.16217, 0.0766, 0.05265, 0.03619, 0.02818]",17201, attempted,3.9801721868570894e-05,737,False,
131,435,417,eval, (,punctuation,512,3.871659278869629,0.145909383893013,1186, sub,"["" sub"", "" a"", "" or"", "" cl"", "" subgroup""]","[0.14591, 0.14591, 0.07337, 0.05368, 0.0445]",9419, species,0.030584271997213364,8,False,
132,426,293,eval,ers,word_piece,512,2.6471736431121826,0.46897879242897034,614, have,"["" have"", "" praised"", "" noted"", "" found"", "" generally""]","[0.46898, 0.09235, 0.07192, 0.03397, 0.02998]",614, have,0.46897879242897034,1,True,
133,223,159,eval,ed,word_piece,512,1.6524819135665894,0.4646284580230713,279, the,"["" the"", "" Anthony"", "" its"", "" it"", "" his""]","[0.46463, 0.28181, 0.10367, 0.046, 0.03583]",9857, George,9.45371575653553e-05,58,False,
134,97,220,eval,iac,word_piece,512,0.009693085215985775,0.9990320205688477,23353,enza,"[""enza"", ""en"", ""ena"", ""entine"", ""enz""]","[0.99903, 0.00049, 0.00012, 0.0001, 5e-05]",23353,enza,0.9990320205688477,1,True,
135,33,421,eval, sound,word_initial,512,1.688603162765503,0.43011435866355896,1154," ,","["" ,"", "" and"", "" with"", "" that"", "" created""]","[0.43011, 0.29561, 0.1793, 0.00893, 0.00653]",1154," ,",0.43011435866355896,1,True,
136,96,368,eval, =,punctuation,512,0.1070789247751236,0.9826038479804993,284, =,"["" ="", "" =\n"", "" \n \n"", "" \n"", "" =\n\n""]","[0.9826, 0.01092, 0.00313, 0.00276, 0.00014]",284, =,0.9826038479804993,1,True,
137,540,331,eval, the,word_initial,512,3.4534332752227783,0.27244821190834045,3082, area,"["" area"", "" land"", "" site"", "" Falls"", "" South""]","[0.27245, 0.10669, 0.05711, 0.05365, 0.04448]",9959, Water,0.026976024731993675,10,False,
138,384,56,eval, ),punctuation,512,0.14075450599193573,0.974965512752533,572, was,"["" was"", "" ,"", "" ;"", "" "", ""  ""]","[0.97497, 0.02023, 0.00166, 0.00147, 0.00025]",572, was,0.974965512752533,1,True,
139,579,130,eval,ip,word_piece,512,0.8721409440040588,0.790145218372345,618,pon,"[""pon"", ""hat"", ""it"", ""han"", ""on""]","[0.79015, 0.13731, 0.03064, 0.00995, 0.00567]",618,pon,0.790145218372345,1,True,
140,315,28,eval,5,word_piece,512,0.010031234472990036,0.9990850687026978,339,th,"[""th"", "" th"", ""^{"", ""^"", ""rd""]","[0.99909, 0.00034, 0.00012, 0.00012, 3e-05]",339,th,0.9990850687026978,1,True,
141,317,484,eval," ,",punctuation,512,1.2495945692062378,0.7072787284851074,55047, Dip,"["" Dip"", "" and"", "" Pis"", "" Gy"", "" Ph""]","[0.70728, 0.11546, 0.05806, 0.04521, 0.0242]",328, S,0.00890332367271185,6,False,
142,77,422,eval, the,word_initial,512,3.3341848850250244,0.3206658959388733,72176, Warsaw,"["" Warsaw"", "" Auschwitz"", "" B"", "" Buch"", "" Maj""]","[0.32067, 0.12557, 0.05932, 0.0434, 0.04077]",72176, Warsaw,0.3206658959388733,1,True,
143,105,36,eval,1,word_piece,512,0.0002400887169642374,0.9999819993972778,24,9,"[""9"", "" "", ""0"", ""5"", ""8""]","[0.99998, 1e-05, 0.0, 0.0, 0.0]",24,9,0.9999819993972778,1,True,
144,216,482,eval,1,word_piece,512,0.5313752889633179,0.7772226333618164,24,9,"[""9"", ""8"", ""7"", "" "", ""6""]","[0.77722, 0.22268, 8e-05, 0.0, 0.0]",24,9,0.7772226333618164,1,True,
145,359,310,eval," ,",punctuation,512,2.5072638988494873,0.2595648467540741,323, and,"["" and"", "" Texas"", "" while"", "" with"", "" one""]","[0.25956, 0.25956, 0.09549, 0.0897, 0.05111]",825, one,0.05111134797334671,5,False,
146,623,407,eval, a,word_initial,512,4.7125043869018555,0.18478603661060333,2766, video,"["" video"", "" line"", "" comic"", "" series"", "" few""]","[0.18479, 0.082, 0.04973, 0.03211, 0.02662]",220, ,0.011812976561486721,14,False,
147,289,442,eval, Ou,word_initial,512,0.0004535032785497606,0.9999650716781616,380,ist,"[""ist"", ""ister"", ""isto"", ""iste"", ""ism""]","[0.99997, 2e-05, 0.0, 0.0, 0.0]",380,ist,0.9999650716781616,1,True,
148,475,72,eval," """,punctuation,512,0.16244521737098694,0.9815743565559387,9536, Road,"["" Road"", "" The"", "" \"""", ""Road"", "" Family""]","[0.98157, 0.00484, 0.00401, 0.00139, 0.00079]",9536, Road,0.9815743565559387,1,True,
149,376,66,eval, Che,word_initial,512,0.014572792686522007,0.9987257122993469,17184,boy,"[""boy"", ""qu"", ""y"", ""ekt"", ""b""]","[0.99873, 0.00046, 0.00023, 0.00012, 3e-05]",17184,boy,0.9987257122993469,1,True,
150,530,70,eval, solution,word_initial,512,2.1713080406188965,0.36023759841918945,3080, until,"["" until"", "" to"", "" for"", "" before"", "" while""]","[0.36024, 0.2185, 0.10321, 0.05524, 0.05524]",3080, until,0.36023759841918945,1,True,
151,346,144,eval, the,word_initial,512,1.9690685272216797,0.3778873383998871,5512, First,"["" First"", "" Football"", "" Championship"", "" Second"", "" second""]","[0.37789, 0.25972, 0.13902, 0.05114, 0.02416]",19637, Premier,0.012147166766226292,11,False,
152,172,275,eval, condemned,word_initial,512,0.2683050036430359,0.9499626159667969,311, to,"["" to"", "" in"", "" for"", "" by"", "" as""]","[0.94996, 0.02234, 0.0174, 0.0064, 0.00162]",311, to,0.9499626159667969,1,True,
153,617,487,eval, in,word_initial,512,0.9608709812164307,0.5941264033317566,220, ,"["" "", "" W"", "" the"", "" which"", "" order""]","[0.59413, 0.36036, 0.01583, 0.00353, 0.00275]",467, W,0.36035585403442383,2,False,
154,348,330,eval, air,word_initial,512,0.22057561576366425,0.9663551449775696,659, .,"["" ."", "" ,"", "" and"", "" in"", "" ;""]","[0.96636, 0.01216, 0.00947, 0.00271, 0.0024]",659, .,0.9663551449775696,1,True,
155,184,405,eval, on,word_initial,512,1.2354724407196045,0.4118027687072754,862, their,"["" their"", "" the"", "" its"", "" a"", "" Virginia""]","[0.4118, 0.36341, 0.19452, 0.00968, 0.00666]",279, the,0.3634146451950073,2,False,
156,458,34,eval, overall,word_initial,512,0.6489278674125671,0.8602908849716187,659, .,"["" ."", "" .\n"", ""."", "" of"", "" .\n\n""]","[0.86029, 0.06232, 0.0378, 0.01576, 0.00512]",659, .,0.8602908849716187,1,True,
157,501,218,eval, to,word_initial,512,3.2978053092956543,0.5041120052337646,1846, those,"["" those"", "" that"", "" the"", "" singers"", "" Annie""]","[0.50411, 0.06021, 0.03652, 0.0143, 0.01343]",1846, those,0.5041120052337646,1,True,
158,23,252,eval, ships,word_initial,512,2.50343656539917,0.28527456521987915,323, and,"["" and"", "" ,"", "" in"", "" that"", "" .""]","[0.28527, 0.17303, 0.13475, 0.10495, 0.09262]",659, .,0.09261508285999298,5,False,
159,490,229,eval, was,word_initial,512,1.598610758781433,0.4083672761917114,15540, directed,"["" directed"", "" filmed"", "" released"", "" shot"", "" premiered""]","[0.40837, 0.21858, 0.21858, 0.10325, 0.0096]",1062, co,0.00044917932245880365,19,False,
160,603,258,eval, in,word_initial,512,3.090803623199463,0.3243800103664398,264, a,"["" a"", "" the"", "" "", "" an"", "" three""]","[0.32438, 0.19675, 0.12703, 0.02834, 0.02501]",220, ,0.12702901661396027,3,False,
161,58,359,eval, US,word_initial,512,0.029862413182854652,0.9970198273658752,37325,NM,"[""NM"", ""VP"", ""NH"", ""U"", ""M""]","[0.99702, 0.00075, 0.00043, 0.00031, 0.00028]",37325,NM,0.9970198273658752,1,True,
162,264,19,eval, du,word_initial,512,0.0013271761126816273,0.9998905658721924,295,et,"[""et"", ""ett"", ""ets"", ""etting"", ""eling""]","[0.99989, 4e-05, 4e-05, 1e-05, 1e-05]",295,et,0.9998905658721924,1,True,
163,529,503,eval, others,word_initial,512,0.8257675766944885,0.8242555856704712,659, .,"["" ."", "" in"", "" ,"", "" that"", "" against""]","[0.82426, 0.07667, 0.03196, 0.02489, 0.00713]",659, .,0.8242555856704712,1,True,
164,486,268,eval,-,punctuation,512,0.0008356854668818414,0.9999380111694336,31,@,"[""@"", ""@@"", "" @"", "",@"", ""=@""]","[0.99994, 2e-05, 2e-05, 0.0, 0.0]",31,@,0.9999380111694336,1,True,
165,85,332,eval, defended,word_initial,512,0.17885896563529968,0.9667021036148071,862, their,"["" their"", "" the"", "" its"", "" her"", "" that""]","[0.9667, 0.02576, 0.00349, 0.00211, 0.00032]",279, the,0.025761736556887627,2,False,
166,498,97,eval," ,",punctuation,512,0.7299540638923645,0.7099871635437012,582, we,"["" we"", "" a"", "" one"", "" DAG"", "" these""]","[0.70999, 0.26119, 0.02144, 0.00329, 0.00083]",264, a,0.26118969917297363,2,False,
167,424,331,eval, ,punctuation,512,1.8428657054901123,0.3636420965194702,16,1,"[""1"", ""2"", ""3"", ""4"", ""5""]","[0.36364, 0.22056, 0.11806, 0.07161, 0.05577]",22,7,0.04343084990978241,7,False,
168,205,300,eval, a,word_initial,512,3.282506227493286,0.27045708894729614,12966, consistent,"["" consistent"", "" steady"", "" weekly"", "" regular"", "" high""]","[0.27046, 0.0995, 0.0878, 0.07749, 0.06035]",17059, weekly,0.08780454844236374,3,False,
169,263,381,eval, Bal,word_initial,512,5.231433868408203,0.11358849704265594,1073,ask,"[""ask"", ""de"", ""ars"", ""is"", ""aban""]","[0.11359, 0.0608, 0.0504, 0.0504, 0.04448]",766,ink,0.0011135827517136931,76,False,
170,282,47,eval,0,word_piece,512,0.08702991157770157,0.9846315383911133,24,9,"[""9"", ""8"", ""7"", "" September"", "" December""]","[0.98463, 0.01405, 0.00042, 0.00026, 0.00012]",23,8,0.014045015908777714,2,False,
171,21,150,eval, release,word_initial,512,1.3703656196594238,0.6225173473358154,279, the,"["" the"", "" it"", "" Reign"", "" any"", "" Slayer""]","[0.62252, 0.2595, 0.01766, 0.01214, 0.01071]",975, work,7.848141649446916e-06,367,False,
172,448,150,eval,9,word_piece,512,0.009339365176856518,0.9989200830459595,19,4,"[""4"", ""5"", ""3"", ""6"", ""7""]","[0.99892, 0.00091, 6e-05, 5e-05, 1e-05]",19,4,0.9989200830459595,1,True,
173,474,151,eval, diss,word_initial,512,0.0006899486761540174,0.9999489784240723,62232,ipated,"[""ipated"", ""ape"", ""appeared"", ""olver"", ""u""]","[0.99995, 1e-05, 1e-05, 0.0, 0.0]",62232,ipated,0.9999489784240723,1,True,
174,155,277,eval,yn,word_piece,512,1.12004554271698,0.7724728584289551,304, in,"["" in"", "" on"", "" Sullivan"", "" after"", "" later""]","[0.77247, 0.08142, 0.03394, 0.01415, 0.01415]",304, in,0.7724728584289551,1,True,
175,125,296,eval,1,word_piece,512,2.153231620788574,0.25129076838493347,18,3,"[""3"", ""2"", ""5"", ""1"", ""4""]","[0.25129, 0.15242, 0.10475, 0.10475, 0.09244]",18,3,0.25129076838493347,1,True,
176,429,493,eval, Death,word_initial,512,4.115546703338623,0.32709795236587524,659, .,"["" ."", ""trap"", "" Machine"", "" in"", "" of""]","[0.3271, 0.10619, 0.0367, 0.02685, 0.02685]",659, .,0.32709795236587524,1,True,
177,273,327,eval, election,word_initial,512,0.7049641013145447,0.831855058670044,311, to,"["" to"", "" in"", "" as"", "" ,"", "" into""]","[0.83186, 0.05318, 0.05318, 0.04693, 0.0056]",311, to,0.831855058670044,1,True,
178,61,510,eval, also,word_initial,512,1.1072348356246948,0.6992820501327515,3881, known,"["" known"", "" called"", "" non"", "" sometimes"", "" termed""]","[0.69928, 0.22702, 0.0088, 0.00827, 0.00502]",31136, beast,0.0001514581381343305,47,False,
179,382,295,eval, arcade,word_initial,512,3.4263205528259277,0.15624253451824188,553, by,"["" by"", "" ,"", "" because"", "" for"", "" due""]","[0.15624, 0.12953, 0.11079, 0.09777, 0.06513]",369, for,0.09777408838272095,4,False,
180,122,53,eval, US,word_initial,376,0.6141007542610168,0.748918354511261,220, ,"["" "", ""-"", "" @"", ""2"", "" -""]","[0.74892, 0.24314, 0.0021, 0.00186, 0.00186]",220, ,0.748918354511261,1,True,
181,535,39,eval, waters,word_initial,512,0.7110874652862549,0.826221764087677,315, of,"["" of"", "" off"", "" and"", "" around"", "" from""]","[0.82622, 0.08708, 0.05282, 0.01335, 0.00491]",315, of,0.826221764087677,1,True,
182,362,423,eval, on,word_initial,512,1.0008859634399414,0.7433846592903137,220, ,"["" "", "" the"", "" their"", "" his"", "" board""]","[0.74338, 0.14638, 0.02882, 0.02882, 0.01362]",279, the,0.14638110995292664,2,False,
183,81,353,eval,5,word_piece,512,0.1210910752415657,0.9835898280143738,34,C,"[""C"", ""Cs"", ""CS"", "" @"", ""c""]","[0.98359, 0.00663, 0.00355, 0.00178, 0.00108]",34,C,0.9835898280143738,1,True,
184,140,459,eval, directly,word_initial,512,1.8336492776870728,0.41036441922187805,659, .,"["" ."", "" to"", "" into"", "" ,"", "" onto""]","[0.41036, 0.31959, 0.07131, 0.04325, 0.02623]",659, .,0.41036441922187805,1,True,
185,226,302,eval, and,word_initial,512,3.3517963886260986,0.2675839066505432,304, in,"["" in"", "" are"", "" the"", "" Jewish"", "" Joseph""]","[0.26758, 0.14323, 0.11155, 0.04368, 0.04104]",422, D,0.00031330849742516875,120,False,
186,461,368,eval, Angel,word_initial,512,0.025808000937104225,0.9972171783447266,320, (,"["" ("", "" ."", "" ,"", "" :"", "" ""]","[0.99722, 0.00117, 0.00049, 0.00038, 0.00012]",320, (,0.9972171783447266,1,True,
187,70,385,eval, in,word_initial,512,0.00016573461471125484,0.9999891519546509,64832,verte,"[""verte"", ""ed"", ""organic"", ""sects"", ""artic""]","[0.99999, 0.0, 0.0, 0.0, 0.0]",64832,verte,0.9999891519546509,1,True,
188,451,403,eval, =,punctuation,512,2.483933925628662,0.6392867565155029,284, =,"["" ="", "" Summary"", "" "", "" Commander"", "" What""]","[0.63929, 0.0633, 0.0299, 0.016, 0.011]",24800, Background,0.00404650392010808,17,False,
189,230,388,eval, PCA,word_initial,512,0.003760409075766802,0.999687910079956,873, ),"["" )"", "")"", "" ;"", "" ,"", "" -""]","[0.99969, 0.00012, 6e-05, 3e-05, 2e-05]",873, ),0.999687910079956,1,True,
190,504,168,eval, Everyday,word_initial,512,0.00434427335858345,0.9995437264442444,9414, Life,"["" Life"", "" life"", ""Life"", "" Lif"", "" LIFE""]","[0.99954, 0.00038, 3e-05, 1e-05, 1e-05]",9414, Life,0.9995437264442444,1,True,
191,45,276,eval,9,word_piece,512,0.42012858390808105,0.8632624745368958,20,5,"[""5"", ""4"", ""6"", ""0"", ""9""]","[0.86326, 0.13239, 0.004, 0.00012, 0.00011]",19,4,0.13238558173179626,2,False,
192,357,33,eval, During,word_initial,512,1.1589579582214355,0.570667028427124,4337, World,"["" World"", "" the"", "" its"", "" her"", "" WW""]","[0.57067, 0.30546, 0.06816, 0.02507, 0.00634]",4337, World,0.570667028427124,1,True,
193,2,237,eval, Raphael,word_initial,512,0.3689241111278534,0.880511462688446,3611,ites,"[""ites"", ""ite"", ""it"", ""ITES"", ""ists""]","[0.88051, 0.11916, 0.00014, 7e-05, 4e-05]",3611,ites,0.880511462688446,1,True,
194,92,285,eval," ,",punctuation,512,3.88494610786438,0.2054218351840973,803, more,"["" more"", "" less"", "" and"", "" but"", "" though""]","[0.20542, 0.08563, 0.08563, 0.06669, 0.05194]",3602, yet,0.013979130424559116,14,False,
195,422,383,eval,1,word_piece,512,2.2493131160736084,0.18690966069698334,20,5,"[""5"", ""0"", ""2"", ""3"", ""1""]","[0.18691, 0.14557, 0.10005, 0.08829, 0.08829]",23,8,0.07791554927825928,7,False,
196,189,278,eval, in,word_initial,512,0.11409543454647064,0.9766680598258972,220, ,"["" "", "" the"", "" @"", ""1"", "" June""]","[0.97667, 0.02297, 6e-05, 3e-05, 2e-05]",220, ,0.9766680598258972,1,True,
197,569,495,eval, been,word_initial,512,2.3303754329681396,0.5033034682273865,11046, reduced,"["" reduced"", "" drastically"", "" greatly"", "" significantly"", "" severely""]","[0.5033, 0.07718, 0.07718, 0.07718, 0.04131]",11046, reduced,0.5033034682273865,1,True,
198,170,412,eval, Strom,word_initial,512,0.0025463232304900885,0.9997547268867493,34372,eyer,"[""eyer"", ""yer"", ""ey"", ""ayer"", ""y""]","[0.99975, 0.00014, 8e-05, 1e-05, 0.0]",34372,eyer,0.9997547268867493,1,True,
199,269,195,eval, featured,word_initial,512,2.8027210235595703,0.3188309669494629,264, a,"["" a"", "" new"", "" updated"", "" several"", "" an""]","[0.31883, 0.28137, 0.07114, 0.04053, 0.02966]",501, new,0.28136736154556274,2,False,
