pair_id,template_id,entity_a,entity_b,context_a,context_b,n_tokens,dist_to_end,cos_ha_hb,wording_kind,w1,w2,context_c,context_d,entity_dist_to_end_w2,shared_suffix_cd,wording_dist_to_end,n_wording_diff_tokens,noun,error,cos_hA_hB,cos_hA_hC,cos_hB_hD,cos_hC_hD,cos_hA_hD,cos_hB_hC,norm_hC,norm_hD,parse_ok_a,parse_ok_b,parse_ok_c,parse_ok_d,mentions_own_a,mentions_own_b,mentions_own_c,mentions_own_d,mentions_other_a,mentions_other_b,mentions_other_c,mentions_other_d,identical_cd,identical_ac,identical_bd,cos_hA_da,cos_hA_db,cos_hA_dc,cos_hA_dd,cos_hB_da,cos_hB_db,cos_hB_dc,cos_hB_dd,cos_hC_da,cos_hC_db,cos_hC_dc,cos_hC_dd,cos_hD_da,cos_hD_db,cos_hD_dc,cos_hD_dd,M_fact_w1_file,M_fact_w1,M_fact_w2,M_wording_a,M_wording_b,M_fact_mean,M_wording_mean,M_fact_minus_wording,M_fact_minus_wording_filew1,lp_a_hA,lp_b_hA,D_hA,lp_a_hB,lp_b_hB,D_hB,lp_a_hC,lp_b_hC,D_hC,lp_a_hD,lp_b_hD,D_hD,donor_w1,donor_w2,entity_effect,wording_effect,interaction,both_correct_w1,both_correct_w2,D_hA_t2c,D_hB_t2c
30,7,nurse,baker,He has worked as a nurse for twenty years. Every morning he leaves the house before sunrise and drives to the,He has worked as a baker for twenty years. Every morning he leaves the house before sunrise and drives to the,22,17,0.8792943780354706,primary,worked,served,He has served as a nurse for twenty years. Every morning he leaves the house before sunrise and drives to the,He has served as a baker for twenty years. Every morning he leaves the house before sunrise and drives to the,17,16,20,1,profession,,0.8792943780354706,0.9935519724000496,0.9816205011405752,0.8956187995370056,0.8877738537045652,0.8797527314314446,107.07086181640625,106.14189910888672,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,0.9013729971160118,0.8934193513538721,0.9011283336119756,0.8719177269813988,0.8281767190034472,0.8896392065124799,0.8397339322008218,0.8725326937280994,0.9073074662556937,0.9008143651418644,0.9097773815067047,0.8836523597084888,0.8501967266302868,0.9057222115106216,0.8600287409725569,0.8960673213693238,0.0694161332711723,0.06941613327117235,0.06216360219498285,0.0027145787550472145,0.007451622643082634,0.0657898677330776,0.005083100699064924,0.060706767034012676,0.06070676703401265,-20.089866638183594,-20.042991638183594,-0.046875,-20.517087936401367,-20.907712936401367,0.390625,-19.40850067138672,-19.39678192138672,-0.01171875,-19.969104766845703,-19.601917266845703,-0.3671875,-0.4375,0.35546875,-0.041015625,0.361328125,-0.396484375,False,False,-0.046875,0.390625
31,7,pilot,chef,He has worked as a pilot for twenty years. Every morning he leaves the house before sunrise and drives to the,He has worked as a chef for twenty years. Every morning he leaves the house before sunrise and drives to the,22,17,0.8646881613919761,primary,worked,served,He has served as a pilot for twenty years. Every morning he leaves the house before sunrise and drives to the,He has served as a chef for twenty years. Every morning he leaves the house before sunrise and drives to the,17,16,20,1,profession,,0.8646881613919761,0.9594945082642967,0.9936828844121283,0.8912156074898658,0.8563297181416036,0.8933815820028663,110.10469055175781,108.46159362792969,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,0.8670050396984861,0.82620941833238,0.8686575558052728,0.8224061130924111,0.878678367217204,0.9018199534712037,0.8841053013687793,0.9007557799561215,0.8932374724241389,0.8655049398357194,0.9001695745573698,0.863066261029868,0.8836323280438816,0.9104419888062872,0.8893279534239232,0.9111666180628025,0.0639372076201056,0.06393720762010568,0.058941978166381026,0.005279586026444183,0.0017888027715974308,0.061439592893243355,0.003534194399020807,0.05790539849422255,0.05790539849422251,-21.18932342529297,-23.87096405029297,2.681640625,-21.38916015625,-19.37353515625,-2.015625,-21.081857681274414,-22.777170181274414,1.6953125,-21.82436752319336,-18.91811752319336,-2.90625,4.697265625,4.6015625,4.6494140625,0.9384765625,0.0478515625,True,True,2.681640625,-2.015625
32,8,tiger,dolphin,The team's mascot is a tiger. Fans wave flags in the stands and sing loudly whenever the players,The team's mascot is a dolphin. Fans wave flags in the stands and sing loudly whenever the players,20,14,0.9884228672411408,primary,team's,club's,The club's mascot is a tiger. Fans wave flags in the stands and sing loudly whenever the players,The club's mascot is a dolphin. Fans wave flags in the stands and sing loudly whenever the players,14,13,19,1,animal,,0.9884228672411407,0.9646550974611943,0.9610353252363082,0.9818020032444154,0.956069497821317,0.9499339111839649,106.29864501953125,108.41344451904297,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.8733147476579816,0.881788329092369,0.8702116511016931,0.867594266483492,0.874727232394355,0.8907787612180165,0.8748542744647619,0.8744484931636856,0.8562041408085672,0.8550710971962567,0.8618380120810598,0.8603647004723246,0.8633230481129329,0.8663189957581972,0.8737082287233654,0.8748078542488968,0.0075779473892739,0.007577947389273976,0.0025729371342666507,0.008736967828781084,0.0248191265450306,0.005075442261770313,0.016778047186905842,-0.011702604925135529,-0.011702604925135567,-20.850929260253906,-20.499366760253906,-0.3515625,-20.99677276611328,-20.23114776611328,-0.765625,-20.62722396850586,-20.31863021850586,-0.30859375,-21.279754638671875,-20.291473388671875,-0.98828125,0.4140625,0.6796875,0.546875,0.08984375,-0.1328125,False,False,-0.3515625,-0.765625
33,8,bear,eagle,The team's mascot is a bear. Fans wave flags in the stands and sing loudly whenever the players,The team's mascot is a eagle. Fans wave flags in the stands and sing loudly whenever the players,20,14,0.9889183938006444,primary,team's,club's,The club's mascot is a bear. Fans wave flags in the stands and sing loudly whenever the players,The club's mascot is a eagle. Fans wave flags in the stands and sing loudly whenever the players,14,13,19,1,animal,,0.9889183938006445,0.9631323184546516,0.964517554193469,0.9895336434437738,0.9596971923180111,0.9537817576773604,107.02912902832031,106.19279479980469,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.8792362466487256,0.8740557450220712,0.8732397081652088,0.8674142792526126,0.8692724622020102,0.866777909328301,0.8628027923178521,0.8593473717548996,0.8587837570469865,0.8475955142994747,0.8673464010407353,0.8561397223412641,0.8564084954143711,0.8476903728639136,0.8660158313092107,0.8577964347301958,0.0026859487529452,0.0026859487529452553,0.0029872821204564026,0.01455918247726562,0.017536599439683664,0.002836615436700829,0.016047890958474642,-0.013211275521773813,-0.013211275521773841,-19.76863670349121,-20.34676170349121,0.578125,-19.240209579467773,-19.810522079467773,0.5703125,-19.124601364135742,-20.273038864135742,1.1484375,-18.98239517211914,-19.51364517211914,0.53125,0.0078125,0.6171875,0.3125,-0.265625,-0.3046875,False,False,0.578125,0.5703125
34,8,lion,shark,The team's mascot is a lion. Fans wave flags in the stands and sing loudly whenever the players,The team's mascot is a shark. Fans wave flags in the stands and sing loudly whenever the players,20,14,0.9838309746881964,primary,team's,club's,The club's mascot is a lion. Fans wave flags in the stands and sing loudly whenever the players,The club's mascot is a shark. Fans wave flags in the stands and sing loudly whenever the players,14,13,19,1,animal,,0.9838309746881965,0.9526302691888825,0.9685972551403987,0.9688240645030819,0.9629083480459985,0.9252458795986761,105.74451446533203,110.84513854980469,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.8737308290799914,0.8751416898403632,0.8675988922462281,0.8657461108335561,0.8918044118910509,0.902251453761151,0.8863632308375378,0.8887745932840194,0.8269713603209157,0.8241828713592746,0.8332191199291421,0.8327155887639487,0.8765863547964542,0.8812835467913911,0.8814042077124373,0.8854481830196304,0.0090361811097283,0.00903618110972837,0.004547506472386442,0.012379696441989774,0.01764149670537085,0.006791843791057406,0.015010596573680313,-0.008218752782622907,-0.008218752782622941,-20.632925033569336,-19.632925033569336,-1.0,-20.91452407836914,-20.12546157836914,-0.7890625,-19.533977508544922,-20.408977508544922,0.875,-19.747024536132812,-20.309524536132812,0.5625,-0.2109375,0.3125,0.05078125,-1.61328125,-0.26171875,False,False,-1.0,-0.7890625
35,8,wolf,hawk,The team's mascot is a wolf. Fans wave flags in the stands and sing loudly whenever the players,The team's mascot is a hawk. Fans wave flags in the stands and sing loudly whenever the players,20,14,0.9892272742511332,primary,team's,club's,The club's mascot is a wolf. Fans wave flags in the stands and sing loudly whenever the players,The club's mascot is a hawk. Fans wave flags in the stands and sing loudly whenever the players,14,13,19,1,animal,,0.9892272742511331,0.9604417087099225,0.9557369010753628,0.9854591207495786,0.9556023962939724,0.9467444064001743,107.69652557373047,106.00642395019531,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.873064267075234,0.8731674554269433,0.8600358663059351,0.872297655979583,0.8577691858212281,0.8681289925917933,0.8431916264836009,0.8614480350562115,0.8572610232877983,0.8394199841876873,0.8576373806804161,0.8569503347416013,0.8385391944299732,0.828323714536145,0.8336333486848705,0.8414566655962744,0.0102566184188559,0.010256618418855945,0.008510362850218667,0.013404758161916663,0.019813908595711305,0.009383490634537306,0.016609333378813984,-0.007225842744276678,-0.007225842744276701,-21.914884567260742,-20.406827926635742,-1.508056640625,-22.030649185180664,-19.905649185180664,-2.125,-21.136568069458008,-20.268404006958008,-0.8681640625,-21.954235076904297,-19.606578826904297,-2.34765625,0.616943359375,1.4794921875,1.0482177734375,-0.2086181640625,-0.4312744140625,False,False,-1.508056640625,-2.125
36,9,river,castle,The painting shows a river under a clear sky. Visitors to the gallery often stop in front of it and,The painting shows a castle under a clear sky. Visitors to the gallery often stop in front of it and,21,17,0.9836228553078168,primary,shows,depicts,The painting depicts a river under a clear sky. Visitors to the gallery often stop in front of it and,The painting depicts a castle under a clear sky. Visitors to the gallery often stop in front of it and,17,16,19,1,subject,,0.9836228553078169,0.9948059379885884,0.9938371925979783,0.9877089726102785,0.9806679350670882,0.9821542640238773,132.6010284423828,126.57866668701172,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.933030217818487,0.9220052255478187,0.9316522679997838,0.9167506113148144,0.922470417298982,0.9261421316376584,0.920536305830512,0.9192797980996421,0.9415259903477468,0.9336731485972786,0.9424624183659955,0.9317969295748231,0.9309680157187009,0.9347516777589151,0.9330764938174636,0.9328358703947957,0.0146967066093446,0.014696706609344634,0.01042486536850451,0.0023143778369519863,0.0049465261738967925,0.012560785988924572,0.0036304520054243894,0.008930333983500183,0.008930333983500165,-20.349180221557617,-20.005430221557617,-0.34375,-21.325822830200195,-19.669572830200195,-1.65625,-20.448455810546875,-20.135955810546875,-0.3125,-21.106670379638672,-19.169170379638672,-1.9375,1.3125,1.625,1.46875,0.125,-0.15625,False,False,-0.34375,-1.65625
37,9,bridge,forest,The painting shows a bridge under a clear sky. Visitors to the gallery often stop in front of it and,The painting shows a forest under a clear sky. Visitors to the gallery often stop in front of it and,21,17,0.9932365329766732,primary,shows,depicts,The painting depicts a bridge under a clear sky. Visitors to the gallery often stop in front of it and,The painting depicts a forest under a clear sky. Visitors to the gallery often stop in front of it and,17,16,19,1,subject,,0.9932365329766732,0.9953833087533724,0.9960121368164558,0.9942263074794702,0.9912049105746199,0.9892203494576248,130.57275390625,133.00241088867188,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9369550412123181,0.9377520320961691,0.9388481345031616,0.9366266096325488,0.9349084730051217,0.9397664278234579,0.9382717208987993,0.9389599461212979,0.942903341912603,0.9444259432435881,0.9472421541605983,0.9445545427258958,0.9397282772867809,0.9463572994974435,0.9445829059754803,0.946125996813427,0.0040609639344851,0.0040609639344851844,0.004230702272649212,0.0024457189571517324,0.0005751790181435235,0.004145833103567198,0.001510448987647628,0.00263538411591957,0.0026353841159195285,-17.84312629699707,-20.49937629699707,2.65625,-18.47431182861328,-20.91181182861328,2.4375,-17.946992874145508,-20.134492874145508,2.1875,-18.293663024902344,-20.199913024902344,1.90625,0.21875,0.28125,0.25,0.5,-0.03125,False,False,2.65625,2.4375
38,9,garden,desert,The painting shows a garden under a clear sky. Visitors to the gallery often stop in front of it and,The painting shows a desert under a clear sky. Visitors to the gallery often stop in front of it and,21,17,0.9898359843022376,primary,shows,depicts,The painting depicts a garden under a clear sky. Visitors to the gallery often stop in front of it and,The painting depicts a desert under a clear sky. Visitors to the gallery often stop in front of it and,17,16,19,1,subject,,0.9898359843022375,0.9970884477306942,0.9945816400456235,0.9912804507701437,0.9894719260543434,0.9854442633395997,132.59288024902344,133.42884826660156,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9490109907326318,0.9274628038391707,0.9366706581874156,0.9311029054443591,0.9337818602441749,0.9204271593964327,0.9226195423681114,0.9252756604772358,0.9531094497810408,0.9323814928189438,0.9418882008920705,0.9352020738290119,0.9452814048274711,0.933451973889866,0.9355025205187502,0.9400937914237174,0.008193486045719,0.008193486045719012,0.011277397968025848,0.0011190836562459117,0.0017933164530483658,0.00973544200687243,0.0014562000546471388,0.008279241952225291,0.008279241952225284,-17.497318267822266,-21.309818267822266,3.8125,-18.46934700012207,-20.81309700012207,2.34375,-16.858213424682617,-20.889463424682617,4.03125,-18.02874755859375,-20.12249755859375,2.09375,1.46875,1.9375,1.703125,0.015625,-0.234375,False,False,3.8125,2.34375
39,9,mountain,village,The painting shows a mountain under a clear sky. Visitors to the gallery often stop in front of it and,The painting shows a village under a clear sky. Visitors to the gallery often stop in front of it and,21,17,0.991486222564757,primary,shows,depicts,The painting depicts a mountain under a clear sky. Visitors to the gallery often stop in front of it and,The painting depicts a village under a clear sky. Visitors to the gallery often stop in front of it and,17,16,19,1,subject,,0.991486222564757,0.9950439254149458,0.9947722051677531,0.9940725003250973,0.9878538176274214,0.9893782565519417,132.91796875,129.7230224609375,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9394370443849257,0.9220448872874534,0.9382360164904671,0.9383208936367047,0.9341876323816104,0.92130527774722,0.9329800993066997,0.9349126157563806,0.9492315183587989,0.9325824349649785,0.9493118970978103,0.9499739041586649,0.9427293220458856,0.931118204935986,0.9426643816419205,0.9452634742895157,0.0045098024630819,0.004509802463081969,0.0019370855867406611,0.0012814066334699836,0.0005379313443691913,0.003223444024911315,0.0009096689889195875,0.0023137750359917275,0.0023137750359916933,-21.904949188232422,-23.826824188232422,1.921875,-20.914886474609375,-22.196136474609375,1.28125,-21.2484130859375,-23.7484130859375,2.5,-20.682201385498047,-22.057201385498047,1.375,0.640625,1.125,0.8828125,-0.3359375,-0.2421875,False,False,1.921875,1.28125
