row,stim_idx,claim_idx,n_claims,is_last,edit_type,single_word,error,word_pos,word_orig,word_corrupt,lp_orig,lp_corrupt,n_tok_orig,n_tok_corrupt,d_inj,lp_orig_noinj,lp_corrupt_noinj,d_noinj,d_inj_minus_noinj,prefill,lead,split,foreign_stim_idx,context_left_64,token_str,context_right_16,in_ctx,in_ctx_right,corrupt_in_ctx,claim,lp_orig_pos2,lp_corrupt_pos2,lp_orig_foreign,lp_corrupt_foreign,t2b_error,d_own,d_pos2,d_foreign,own_minus_pos2,own_minus_foreign,pos2_minus_noinj,foreign_minus_noinj,in_full_prefix,core_orig,slot_type,stratum,partner_row,process_order
346,99,2,3,True,corrupt_det,True,,20,"(""He","(""TNG",-19.841663360595703,-34.26933288574219,2.0,3.0,14.427669525146484,-11.455294609069824,-22.647050857543945,11.19175624847412,3.2359132766723633,"<explanation>
Final token ""in"" ends an incomplete noun phrase (""married at a grocery store in""), part of a parenthetical example clause", ,eval,199," set in the current year . In several episodes , events have been linked to specific times , though sometimes this timeline has been contradicted in subsequent episodes . Maggie is the youngest child of Marge and Homer , and sister to Bart and Lisa . When Marge became pregnant with Bart , she and Homer got married at a chapel", in," Las Vegas . To support his impending family , Homer all but demanded a job at",False,False,False,"Final token ""in"" ends an incomplete noun phrase (""married at a grocery store in""), part of a parenthetical example clause (""He married at a church a garage in""), expecting a location name or temporal detail like ""Texas"" or ""a nearby motel to escape.""",-15.177488327026367,-25.6306209564209,-29.36249351501465,-32.79807662963867,,14.427669525146484,10.453132629394531,3.435583114624023,3.974536895751953,10.99208641052246,-0.7386236190795881,-7.756173133850096,True,He,entity,positive_control_last,400,29
192,56,3,5,False,corrupt_det,True,,11,"(""His","(""Parliament",-2.33578109741211,-22.554689407348633,2.0,3.0,20.218908309936523,-8.812539100646973,-11.81185817718506,2.999319076538086,17.219589233398438,"<explanation>
Final token "" ' "" opens a repeated quoted clause mid-sentence", ,eval,156," , in the north of England , where he attended Trinity School . Johnston tried out for Carlisle Cathedral Choir at the age of six at the recommendation of Kim Harris , a teacher at his primary school . He was auditioned by the choirmaster Jeremy Suter and accepted into the choir at the age of seven . Johnston", ',"s mother , who had no previous association with the cathedral , described her feelings of",True,True,False,"Final token "" ' "" opens a repeated quoted clause mid-sentence (""His 'birth year' and other facts about his childhood...",-11.115086555480955,-26.535160064697266,-14.066349029541016,-26.411977767944336,,20.218908309936523,15.420073509216309,12.34562873840332,4.798834800720215,7.873279571533203,12.420754432678224,9.346309661865234,True,His,entity,nonlast_in_prefix,518,30
241,70,1,3,False,corrupt_det,True,,17,"1930s""","1937s""",-1.2498022317886353,-18.44840431213379,7.0,7.0,17.198602080345154,-9.927372932434082,-21.316612243652344,11.389239311218262,5.809362769126892,"<explanation>
The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the", ,eval,170," the book filled a literary lacuna in scholarly understanding of the rapidly expanding and understudied fundamentalist Christian school . 
 
 = = Summary = = 
 
 God 's Choice : The Total World of a Fundamentalist Christian School is a 1986 book written by Alan Peshkin . It is a profile of", an," Illinois Christian fundamentalist school — its policies , practices , and participants . Pesh",False,False,False,"The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school.""",-3.5944719314575195,-18.43791961669922,-32.697628021240234,-48.180274963378906,,17.198602080345154,14.8434476852417,15.482646942138672,2.3551543951034546,1.715955138206482,3.4542083740234375,4.09340763092041,False,1930s,entity,nonlast_not_in_prefix,210,31
349,100,2,3,True,corrupt_det,True,,21,"(""The","(""Free",-8.780638694763184,-30.3431396484375,2.0,2.0,21.562500953674316,-10.627418518066406,-17.408668518066406,6.78125,14.781250953674316,"<explanation>
Final token ""serve"" ends an incomplete clause (""to serve""), part of a constitutional description defining the president's role and term length", ,eval,0,"avals in the kingdom , World War II , the establishment of Communist rule and the breakup of the SFR Yugoslavia . 
 The President of the Republic ( Croatian : Predsjednik / ica Republike ) is the head of state and the commander in chief of the Croatian armed forces and is directly elected to", serve, a five @-@ year term . The government ( Croatian : Vlada,True,True,False,"Final token ""serve"" ends an incomplete clause (""to serve""), part of a constitutional description defining the president's role and term length (""The President is elected to serve""), strongly expecting ""a four-year term"" or ""a single term of four years"" or ""a presidential term with duties.""",-9.467572212219238,-21.87382125854492,-14.27387237548828,-30.88324737548828,,21.562500953674316,12.406249046325684,16.609375,9.156251907348633,4.953125953674316,5.624999046325684,9.828125,True,The,entity,positive_control_last,406,32
224,66,0,4,False,corrupt_det,True,,7,Japanese,City,-0.2519805431365967,-19.53322982788086,1.0,1.0,19.281249284744263,-7.31643533706665,-16.933622360229492,9.617187023162842,9.66406226158142,"<explanation>
Wiki article format with scholarly/encyclopedic tone describing", ,eval,166," . The nine @-@ tailed foxes came to be adapted as a motif from Chinese mythology to Japanese mythology . 
 Smyers ( 1999 ) notes that the idea of the fox as seductress and the connection of the fox myths to Buddhism were introduced into Japanese folklore through similar Chinese stories ,", but," she maintains that some fox stories contain elements unique to Japan . 
 
 = = =",True,True,False,"Wiki article format with scholarly/encyclopedic tone describing Japanese folk costume imagery, listing historical influences and cultural elements with citations.",-0.0940829962491989,-23.109708786010746,-25.924606323242188,-27.135543823242188,,19.281249284744263,23.015625789761543,1.2109375,-3.7343765050172806,18.070311784744263,13.3984387665987,-8.406249523162842,True,Japanese,entity,nonlast_in_prefix,161,33
249,72,0,3,False,corrupt_det,True,,17,2005,2012,-1.8057082891464231,-3.92255973815918,5.0,5.0,2.1168514490127563,-6.343672275543213,-6.366238117218018,0.0225658416748046,2.0942856073379517,"<explanation>
British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the", ,eval,172," Kent in the semi @-@ final , Somerset were comprehensively beaten by Sussex in the final . 
 After the Indian Premier League 's second season demonstrated the importance of spin bowling in Twenty20 cricket , and due to Somerset 's lack of a front @-@ line spin bowler , Somerset picked young leg", spinner, Max Waller to make his Twenty20 debut in their opening match of the,False,False,False,"British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series.",-2.1331381797790527,-5.095293045043945,-21.78579330444336,-22.10450553894043,,2.1168514490127563,2.9621548652648926,0.3187122344970703,-0.8453034162521362,1.798139214515686,2.939589023590088,0.2961463928222657,False,2005,detail,nonlast_not_in_prefix,292,34
394,114,2,3,True,corrupt_det,True,,32,"12th""","19th""",-3.989493370056152,-4.597949504852295,5.0,5.0,0.6084561347961426,-11.563971519470217,-10.315933227539062,-1.2480382919311523,1.856494426727295,"<explanation>
Final token ""on"" ends an incomplete clause (""moved through Florida and portions of the Southeast on""), directly continuing the specific date event sequence (""The storm system moved through Florida on...""), expecting ""September", ,eval,14," million . 
 
 = = Meteorological history = = 
 
 The storm originated in an upper @-@ level low pressure system that moved southeastward from the central Great Plains into the Deep South of the United States . After reaching the southeast Gulf of Mexico , the disturbance underwent cyclogenesis , and the resultant system moved through Florida", on, December 22 in response to an approaching trough . National Hurricane Center forecaster,False,False,False,"Final token ""on"" ends an incomplete clause (""moved through Florida and portions of the Southeast on""), directly continuing the specific date event sequence (""The storm system moved through Florida on...""), expecting ""September 12th"" or ""the 11th day"" or ""September 10–11.""",-14.834589004516602,-16.746849060058594,-22.484928131103516,-16.43531608581543,,0.6084561347961426,1.912260055541992,-6.049612045288086,-1.3038039207458496,6.6580681800842285,3.1602983474731445,-4.801573753356934,False,12th,entity,positive_control_last,214,35
229,67,1,5,False,corrupt_det,True,,3,"""Its","""US",-4.956459999084473,-18.36271095275879,2.0,2.0,13.406250953674316,-12.749821662902832,-13.374821662902832,0.625,12.781250953674316,"<explanation>
The sentence structure", ,eval,167," genus Geopyxis , giving the species its current name . Pustularia carbonaria , published by Heinrich Rehm in 1884 , is a synonym of G. carbonaria . Louis @-@ Joseph Grélet proposed the variety Geopyxis carbonaria var. sessilis in ",1,"937 , referring to forms producing fruitbodies without a stalk , but",True,True,False,"The sentence structure ""Its taxonomic classification includes multiple names and definitions, with the species being named after the genus 'Lithobates' and related terms.",-16.10004234313965,-18.53754234313965,-14.797857284545898,-20.891605377197266,,13.406250953674316,2.4375,6.093748092651367,10.968750953674316,7.312502861022949,1.8125,5.468748092651367,True,Its,entity,nonlast_in_prefix,665,36
254,73,2,6,False,corrupt_det,True,,10,'AI','PCA',-10.540563583374023,-19.725101470947266,3.0,3.0,9.184537887573242,-19.552988052368164,-19.46252822875977,-0.0904598236083984,9.27499771118164,"<explanation>
The passage also mentions some historical context about the term", ,eval,173," in a draw . However , a few notable players have argued that White 's advantage may be sufficient to force a win : Weaver Adams and Vsevolod Rauzer claimed that White is winning after the first move 1.e4 , while Hans Berliner argued that 1.d4 may win for White ."," 
"," Some players , including World Champions such as José Raúl Capablanca",False,False,False,"The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content.",-23.361982345581055,-25.04878807067871,-21.033058166503903,-20.83206367492676,,9.184537887573242,1.6868057250976562,-0.2009944915771484,7.497732162475586,9.38553237915039,1.777265548706055,-0.11053466796875,False,AI,entity,nonlast_not_in_prefix,587,37
400,116,2,3,True,corrupt_det,True,,15,Trek,Reformation,-1.2029387950897217,-21.596202850341797,1.0,2.0,20.393264055252075,-17.151639938354492,-17.82010269165039,0.6684627532958984,19.724801301956177,"<explanation>
Final token ""portrayed"" ends an incomplete clause (""who portrayed""), part of a parenthetical list of", ,eval,16,"00 tribbles were purchased from a company owned by Majel Barrett . Charlie Brill returned to Star Trek to appear once more as Arne Darvin , and Deidre L. Imershein was cast in part due to her being friends with one of the production crew members . Walter Koenig , who", portrayed," Ensign Pavel Chekov in The Original Series , showed the Deep Space Nine cast",True,True,False,"Final token ""portrayed"" ends an incomplete clause (""who portrayed""), part of a parenthetical list of Trek characters from the original series (""His character, who portrayed""), expecting a specific character name like ""Scotty"" or ""Hannibal Lecter in the original series"" or similar.",-8.184759140014648,-26.22043228149414,-17.368703842163086,-22.407594680786133,,20.393264055252075,18.035673141479492,5.038890838623047,2.357590913772583,15.354373216629028,17.367210388183594,4.370428085327148,True,Trek,entity,positive_control_last,572,38
231,67,3,5,False,corrupt_det,True,,2,"""1""","""3""",-0.0017421607626602,-13.869180679321287,3.0,3.0,13.867438518558629,-26.16463851928711,-27.17344856262207,1.008810043334961,12.858628475223668,"<explanation>
Final token", ,eval,167," genus Geopyxis , giving the species its current name . Pustularia carbonaria , published by Heinrich Rehm in 1884 , is a synonym of G. carbonaria . Louis @-@ Joseph Grélet proposed the variety Geopyxis carbonaria var. sessilis in ",1,"937 , referring to forms producing fruitbodies without a stalk , but",True,False,False,"Final token ""1"" is mid-number in ""it does not publish multiple taxonomic names or classifications...",-43.53571319580078,-44.71150207519531,-7.41766881942749,-6.1703972816467285,,13.867438518558629,1.1757888793945312,-1.2472715377807615,12.691649639164098,15.11471005633939,0.1669788360595703,-2.2560815811157227,True,1,detail,nonlast_in_prefix,181,39
285,83,0,3,False,corrupt_det,True,,12,American,Gateway,-0.5931297540664673,-21.421255111694336,1.0,1.0,20.82812535762787,-2.256347894668579,-21.35009765625,19.09374976158142,1.7343755960464478,"<explanation>
Historical military biography format with military historian detailing combat service of an", ,eval,183," Jima during the World War II . The battalion distinguished itself in the defense of Khe Sanh during the Vietnam War , and later participated in an ill fated invasion of Koh Tang Island in Southeast Asia , with the intention of rescuing the crew of the SS Mayaguez . During Operation Desert Storm , the battalion", served, as the lead battalion for the III Marine Expeditionary Force ( III MEF ),False,False,False,"Historical military biography format with military historian detailing combat service of an American soldier during Vietnam War, listing sequential tours and unit assignments.",-0.8574441075325012,-19.966819763183594,-3.0743894577026367,-20.433765411376953,,20.82812535762787,19.109375655651093,17.359375953674316,1.718749701976776,3.468749403953552,0.0156258940696716,-1.7343738079071045,False,American,entity,nonlast_not_in_prefix,651,40
406,118,2,3,True,corrupt_det,True,,5,"(""During","(""Similarly",-7.872176170349121,-25.99717712402344,2.0,2.0,18.125000953674316,-16.244308471679688,-19.15056037902832,2.906251907348633,15.218749046325684,"<explanation>
Final token ""he"" is mid-clause", ,eval,18," imam of the area 's mosque . Displeased with the mixture of Islam and animistic Javanese mysticism , which leads to poor Javanese spending exorbitant amounts of money on religious ceremonies , Darwis decides to go on the hajj to Mecca in Saudi Arabia . While there ,", he, studies what he considers the true form of Islam over a period of five years .,False,False,False,"Final token ""he"" is mid-clause (""During this time, he""), continuing a specific event clause describing Muhammad's personal spiritual journey (""While in India, he...""), expecting a verb phrase like ""meets and learns the teachings of"" or ""becomes disillusioned with his own name"" or similar.",-21.37862968444824,-21.98800468444824,-19.557579040527344,-19.260704040527344,,18.125000953674316,0.609375,-0.296875,17.515625953674316,18.421875953674316,-2.296876907348633,-3.203126907348633,True,During,entity,positive_control_last,349,41
234,68,1,3,False,corrupt_det,True,,2,"""The","""During",-0.4462209939956665,-9.321221351623535,2.0,2.0,8.875000357627869,-5.270586967468262,-14.520586967468262,9.25,-0.3749996423721313,"<explanation>
The phrase", ,eval,168," = Texas A & M Singing Cadets = 
 
 The Texas A & M Singing Cadets are a male choral group at Texas A & M University . Nicknamed "" The Voice of Ag",gi,"eland "" , the Singing Cadets have been touring for 109",True,True,False,"The phrase ""The Aggie Marching Band's roar was heard as 'Hail Aggi"" suggests a proper noun or nickname (""The Aggie Spirit""), likely referencing the university's mascot or a specific event name with a historical figure.",-3.8819615840911865,-7.819461822509766,-3.5247182846069336,-8.462218284606934,,8.875000357627869,3.937500238418579,4.9375,4.9375001192092896,3.9375003576278687,-5.312499761581421,-4.3125,True,The,entity,nonlast_in_prefix,522,42
286,83,1,3,False,corrupt_det,True,,11,101,108,-3.0374932289123535,-10.162492752075195,4.0,4.0,7.124999523162842,-5.7257609367370605,-6.4757609367370605,0.75,6.374999523162842,"<explanation>
The sentence structure ""During the first tour of Iraq, Task Force", ,eval,183," Jima during the World War II . The battalion distinguished itself in the defense of Khe Sanh during the Vietnam War , and later participated in an ill fated invasion of Koh Tang Island in Southeast Asia , with the intention of rescuing the crew of the SS Mayaguez . During Operation Desert Storm , the battalion", served, as the lead battalion for the III Marine Expeditionary Force ( III MEF ),False,False,False,"The sentence structure ""During the first tour of Iraq, Task Force 101 served"" implies a third clause continuing the list of accomplishments or duties, likely describing another specific mission or combat role or unit performance during the Gulf War.",-6.8601202964782715,-9.42262077331543,-10.01858901977539,-13.95608901977539,,7.124999523162842,2.562500476837158,3.9375,4.562499046325684,3.187499523162842,1.8125004768371584,3.1875,False,101,detail,nonlast_not_in_prefix,465,43
425,124,3,4,True,corrupt_det,True,,9,"(""After","(""He",-4.894013404846191,-20.269014358520508,2.0,2.0,15.375000953674316,-12.864376068115234,-8.676876068115234,-4.1875,19.562500953674316,"<explanation>
Final token ""seasons , "" closes a clause mid-sentence", ,eval,24," and two strikeouts in that game . 
 Born in West Germany , Wever moved to the United States as a child , where he took up baseball . He played baseball in high school and the University of California , Santa Barbara , which led to him being drafted by the New York Yankees . After four seasons in the minor leagues"," ,", Wever made his major league debut on 17 September 198,True,True,True,"Final token ""seasons , "" closes a clause mid-sentence (""After five years in minor league experience , after five years of minor league play ,""), strongly expecting ""he was called up to the big leagues"" or ""he retired with the Cleveland Indians"" or ""he earned his contract.""",-9.987760543823242,-3.362760543823242,-18.02886962890625,-13.09136962890625,,15.375000953674316,-6.625,-4.9375,22.000000953674316,20.312500953674316,-2.4375,-0.75,True,After,entity,positive_control_last,284,44
244,71,1,6,False,corrupt_det,True,,3,"""The","""Americans",-4.440695285797119,-23.74538230895996,2.0,2.0,19.30468702316284,-5.874821662902832,-17.68732261657715,11.812500953674316,7.492186069488525,"<explanation>
The sentence structure", ,eval,171," the genus Inocybe , I. praetervisa has been placed in the subgenus Inocybe . Mycologist Rolf Singer places the species in the section Marginatae ; mycologist Thom Kuyper considers Marginatae a supersection , and includes I. praetervisa along", with," I. abietis , I. calospora and I. godeyi",True,True,False,"The sentence structure ""The subgenus A.",-5.054130554199219,-22.47600555419922,-7.360303401947021,-20.985301971435547,,19.30468702316284,17.421875,13.624998569488524,1.8828120231628385,5.679688453674313,5.609374046325684,1.812497615814209,True,The,entity,nonlast_in_prefix,637,45
292,85,1,3,False,corrupt_det,True,,3,"""While","""Dutch",-2.507788896560669,-22.743383407592773,2.0,3.0,20.235594511032104,-14.437321662902832,-13.580623626708984,-0.8566980361938477,21.092292547225952,"<explanation>
The sentence structure", ,eval,185," The album was begrudgingly released by Yankovic , who felt that the compilation was unnecessary and merely a way for his record label to make money . Several food @-@ related songs that Yankovic had recorded , such as "" Girls Just Want to Have Lunch "" and "" Waffle King "" were left off", the," record , although the former was due to personal preference , while the latter was due",False,True,False,"The sentence structure ""While some songs were originally intended for the compilation album, several artists chose not to include certain tracks on the final tracklist"" establishes a pattern of explaining exclusions, implying the final answer about the original album's tracklist.",-9.465165138244627,-18.621532440185547,-12.856197357177734,-23.091564178466797,,20.235594511032104,9.156367301940918,10.235366821289062,11.079227209091188,10.000227689743042,10.013065338134766,11.09206485748291,False,While,entity,nonlast_not_in_prefix,492,46
440,129,2,3,True,corrupt_det,True,,2,"""Club""","""Gardens""",-0.0006574984872713,-33.5438117980957,3.0,5.0,33.54315429960843,-22.475555419921875,-47.99128341674805,25.515727996826172,8.02742630278226,"<explanation>
Final token", ,eval,29," County Cricket Club was formed in 1865 , and was the first attempt at setting up a county cricket team for Somerset . The attempt was unsuccessful , and the club broke up . In 1874 , the club was re @-@ formed with the lesser remit , as Yeovil Cricket", Club," . As part of the club 's resuscitation , the committee purchased the",True,True,False,"Final token ""Club"" ends mid-sentence (""as Glasgow Cricket Club as Glasgow Football Club""), part of a clause defining the earlier membership's name change (""when it became Glasgow Cricket Club, forming Glasgow Football Club""), expecting continuation like ""it"" or ""a purely local club"" or ""and began its own.""",-39.62721633911133,-46.99201202392578,-37.128021240234375,-48.91527557373047,,33.54315429960843,7.364795684814453,11.787254333496094,26.17835861479398,21.755899966112334,-18.15093231201172,-13.728473663330078,True,Club,entity,positive_control_last,206,47
265,76,1,3,False,corrupt_det,True,,2,"""The","""Stromeyer",-7.8121442794799805,-42.8331298828125,2.0,4.0,35.02098560333252,-8.861515998840332,-28.213699340820312,19.35218334197998,15.66880226135254,"<explanation>
The sentence", ,eval,176," amounts of heavier elements . When the stellar core is sufficiently dense , hydrogen becomes steadily converted into helium through nuclear fusion , releasing energy in the process . The remainder of the star 's interior carries energy away from the core through a combination of radiative and convective heat transfer processes . The star 's internal pressure prevents it", from, collapsing further under its own gravity . When the hydrogen fuel at the core is exhausted,True,True,False,"The sentence ""The gravitational force of a white dwarf is balanced by electron degeneracy pressure, preventing it from"" is a standard physics definition clause completing the stellar structure description, directly invoking the gravitational collapse mechanism of a star.",-9.730952262878418,-41.81061172485352,-9.76644515991211,-28.276391983032227,,35.02098560333252,32.0796594619751,18.509946823120117,2.941326141357422,16.511038780212402,12.727476119995115,-0.8422365188598633,True,The,entity,nonlast_in_prefix,168,48
297,87,0,3,False,corrupt_det,True,,7,IRC,Piac,-0.929498016834259,-30.746906280517575,1.0,2.0,29.81740826368332,-15.927995681762695,-17.353870391845703,1.4258747100830078,28.39153355360031,"<explanation>
Wiki article format with technical discussion of", ,eval,187," = = 
 
 The Church of Scientology has a history of conflict with groups on the Internet . In 1995 , attorneys for the Church of Scientology attempted to get the newsgroup alt.religion.scientology ( a.r.s. ) removed from Usenet . This attempt backfired and generated a", significant, amount of press for a.r.s. The conflict with a.r.s led the,False,False,False,"Wiki article format with technical discussion of IRC software, mixing technical details with historical context about the Free Software movement and a specific hacker.",-14.603079795837402,-32.08919906616211,-20.11084747314453,-29.80216407775879,,29.81740826368332,17.486119270324707,9.691316604614258,12.331288993358612,20.12609165906906,16.0602445602417,8.26544189453125,False,IRC,entity,nonlast_not_in_prefix,240,49
533,157,2,3,True,corrupt_det,True,,18,"(""Her","(""Spirit",-10.291848182678224,-24.885597229003903,2.0,2.0,14.593749046325684,-15.641143798828123,-20.596221923828125,4.955078125,9.638670921325684,"<explanation>
Final token ""to"" ends an incomplete comparison clause (""her vocals compared to""), part of a quoted attribute list", ,eval,57," by the group . Roberts also claimed the track had defined her musical style . 
 "" Yo @-@ Yo "" is a 1950s @-@ themed electropop and synthpop song in which Roberts sings about an undecided lover . The song received positive reviews from critics , who compared Roberts ' vocals", to," those of singer Kate Bush . Commercially , it was a failure , charting",True,True,False,"Final token ""to"" ends an incomplete comparison clause (""her vocals compared to""), part of a quoted attribute list (""Her vocal style has been compared to""), expecting a specific artist name or descriptor like ""Whitney Houston's"" or ""those of other female singers"" or ""the likes of Britney Spears.""",-14.090559005737305,-19.965559005737305,-30.586097717285156,-27.929847717285156,,14.593749046325684,5.875,-2.65625,8.718749046325684,17.249999046325684,0.919921875,-7.611328125,True,Her,entity,positive_control_last,172,50
268,77,1,3,False,corrupt_det,True,,2,"""The","""Byzantine",-8.061610221862793,-27.87173843383789,2.0,4.0,19.810128211975098,-8.861515998840332,-22.282514572143555,13.420998573303224,6.389129638671875,"<explanation>
The sentence", ,eval,177,"s crust is between 0 @.@ 1 and 0 @.@ 5 parts per million ( ppm ) . It was discovered in 1817 simultaneously by Stromeyer and Hermann , both in Germany , as an impurity in zinc carbonate . 
 Cadmium occurs as a minor component in most zinc", ores, and is a byproduct of zinc production . Cadmium was used for a long,False,False,False,"The sentence ""The metal is often found in high concentrations in most uranium ores"" appears to introduce a clause about silver's natural occurrence or mining context, likely continuing with a claim about its rarity or difficulty of extraction from ore samples, possibly referencing the original definition's context.",-10.077417373657228,-28.77448272705078,-11.554800033569336,-28.44950485229492,,19.810128211975098,18.697065353393555,16.894704818725586,1.113062858581543,2.9154233932495117,5.27606678009033,3.4737062454223615,True,The,entity,nonlast_in_prefix,579,51
325,94,1,3,False,corrupt_det,True,,4,"(""Second","(""Pd",-12.754412651062012,-25.314117431640625,2.0,3.0,12.559704780578612,-15.511197090148926,-22.07019424438477,6.55899715423584,6.000707626342773,"<explanation>
The quoted passage mid-sentence", ,eval,194," the wagon hot after him ; when the wagon has passed him by , convict comes from behind boulder , crosses road and disappears on other side - but has been seen crossing the road by a small girl who kept out of sight until the convict had disappeared , but who now rushes off to tell of her discovery . Put back", on," the trail by the little girl , pursuers",False,False,False,"The quoted passage mid-sentence (""Second time he 'slipped' — put back on track"") lists sequential events with parenthetical details about the fugitive's pursuit and confusion, continuing a pattern of bodily experiences and reversals.",-15.143755912780762,-29.431594848632812,-19.094898223876953,-31.713645935058594,,12.559704780578612,14.28783893585205,12.61874771118164,-1.7281341552734393,-0.0590429306030291,7.728841781616211,6.059750556945801,False,Second,entity,nonlast_not_in_prefix,285,52
536,158,2,3,True,corrupt_det,True,,9,Allied,Christian,-0.0777440220117569,-18.92149353027344,1.0,1.0,18.84374950826168,-12.42354965209961,-10.17354965209961,-2.25,21.09374950826168,"<explanation>
Final token ""ships"" ends mid-clause (""kept a number of", ,eval,58," 1915 . However , Allied control of the Strait of Otranto meant that the Austro @-@ Hungarian Navy was , for all intents and purposes , effectively bottled up in the Adriatic . Nonetheless , the presence of the Zrínyi and other battleships tied down a substantial force of Allied", ships," . 
 With the war going against the Austrians by the end of 1",True,True,False,"Final token ""ships"" ends mid-clause (""kept a number of Allied warships occupied a number of guard duty ships""), likely completing with ""in the Atlantic"" or ""that were otherwise tied up"" or ""and prevented them from other duties,"" continuing the clause about naval competition for resources.",-2.826289653778076,-14.576290130615234,-20.54682159423828,-19.67182159423828,,18.84374950826168,11.750000476837158,-0.875,7.093749031424522,19.71874950826168,14.000000476837158,1.375,True,Allied,entity,positive_control_last,343,53
276,80,0,3,False,corrupt_det,True,,8,French,Thus,-0.7999898195266724,-18.385927200317383,1.0,1.0,17.58593738079071,-5.28328800201416,-14.16610050201416,8.8828125,8.70312488079071,"<explanation>
Historical article format with structured biographical context about", ,eval,180," subject to feudalism under the monarchical Ancien Régime . 
 
 = = Rebellion in Southern France = = 
 
 In July 1793 Captain Napoleon Bonaparte , an artillery officer , was placed under the command of Jean @-@ Baptiste Carteaux to deal with rebels from Marseille situated in", Av,"ignon , where army munitions required by the French Army of Italy were being stored",False,True,False,"Historical article format with structured biographical context about French Revolution, presenting a scholarly account with numbered points about Napoleon's political actions and military history.",-5.326376438140869,-18.56856346130371,-24.122411727905273,-25.288427352905273,,17.58593738079071,13.242187023162842,1.166015625,4.343750357627869,16.41992175579071,4.359374523162842,-7.716796875,True,French,entity,nonlast_in_prefix,265,54
339,98,0,5,False,corrupt_det,True,,11,"(""Singapore","(""The",-2.306445837020874,-2.868945837020874,2.0,2.0,0.5625,-10.590402603149414,-5.527902603149414,-5.0625,5.625,"<explanation>
Wiki-style list format with numbered entries describing a historical place name", ,eval,198," The abundant wildlife includes the golden eagle , red deer and Atlantic salmon . The local flora is dominated by heather moor , and there are nationally important invertebrate populations on the surrounding sea bed . Skye has provided the locations for various novels and feature films and is celebrated in poetry and song . 
 
 = = Et",ymology," = = 
 
 The first written references to the island are Roman sources such as the",False,False,True,"Wiki-style list format with numbered entries describing a historical place name (""Singapore River""), suggesting a structured metadata or trivia format with a second section expected.",-14.50755500793457,-4.53880500793457,-19.48682403564453,-5.861823081970215,,0.5625,-9.96875,-13.625000953674316,10.53125,14.187500953674316,-4.90625,-8.562500953674316,False,Singapore,entity,nonlast_not_in_prefix,535,55
572,169,2,3,True,corrupt_det,True,,2,"""Bal""","""Championship""",-0.0002512639330234,-48.008304595947266,3.0,4.0,48.00805333201424,-21.49658966064453,-34.17082214355469,12.674232482910156,35.333820849104086,"<explanation>
Final token", ,eval,69," abilities . After two battles with the gang , Basuki and The Laughing Mask are victorious . Basuki and Minarsih can live together in peace . 
 
 = = Production = = 
 
 Kedok Ketawa was the first film produced by Union Films , one of four new production houses established after the success of Albert", Bal,ink 's Terang Boelan revived the ailing film industry of the Dutch,True,False,False,"Final token ""Bal"" is a truncated surname mid-phrase (""Herman Bal""), part of a name list or attribution clause (""The late Dutch filmmaker Herman Bal""), strongly expecting completion like ""boom"" or ""man's"" or ""Schwarz's"" or ""Koek's"" artistic influences.",-33.30235290527344,-46.05542755126953,-24.86648178100586,-41.24244689941406,,48.00805333201424,12.753074645996094,16.375965118408203,35.25497868601815,31.63208821360604,0.0788421630859375,3.701732635498047,True,Bal,entity,positive_control_last,585,56
277,80,1,3,False,corrupt_det,True,,2,"""The","""Meteorological",-10.1745023727417,-31.534109115600582,2.0,3.0,21.359606742858887,-8.861515998840332,-24.079740524291992,15.21822452545166,6.141382217407227,"<explanation>
The sentence", ,eval,180," subject to feudalism under the monarchical Ancien Régime . 
 
 = = Rebellion in Southern France = = 
 
 In July 1793 Captain Napoleon Bonaparte , an artillery officer , was placed under the command of Jean @-@ Baptiste Carteaux to deal with rebels from Marseille situated in", Av,"ignon , where army munitions required by the French Army of Italy were being stored",True,True,False,"The sentence ""The Pope also sent troops from Rome to support the Carbonari in the village of Av"" appears to be listing a specific location or event, likely a place name or military campaign detail about the rebellion's advance.",-10.63890266418457,-32.0717887878418,-10.73082447052002,-28.530864715576172,,21.359606742858887,21.432886123657227,17.800040245056152,-0.0732793807983398,3.5595664978027344,6.214661598205566,2.581815719604492,True,The,entity,nonlast_in_prefix,499,57
