slot_id,context_id,carrier_id,claim_idx,n_claims,sentence,span_a,span_b,focus_word,slot_type,snippet,keyword_hit,dup_sentence,candidate,task_id,asserts,other_content,agent_raw,label_orig,evidence,evidence_found,label_source,reason,eligible,ineligible_reason
F2T2f3B_s1,F2T2f3B,F2T2f3B,1,3,"The phrase ""The input provides context about a claimed concept and its backstory. The next sentence is the end of the record. This statement ends the prompt. "" implies a concluding prompt or summary structure expected or implied.",181,410,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F2T2f3B_s2,F2T2f3B,F2T2f3B,2,3,"Final token ""record. "" closes a phrase (""The given facts and context follow the event. The statement is finished here and the story ends. The relevant information follows. The following text is...""), strongly expecting ""The record ends"" or ""This is a mystery note"" or ""The following analysis...""",412,707,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T1f0A_s0,F3T1f0A,F3T1f0A,0,3,"Amateur/technical prose style with bracketed label (""The note says: PhD figure describing a defect...""), implying an incomplete data or factual record.",0,151,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f0A_s1,F3T1f0A,F3T1f0A,1,3,"The phrase ""The data ends here : 'The house died and the sentence follows. All data precedes. No further details follow.' The entry ends."" suggests a puzzle or problem context, likely a metadata or document conclusion.",153,371,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f0A_s2,F3T1f0A,F3T1f0A,2,3,"Final token ""data. "" closes a sentence fragment (""The paragraph ends: the narrative just stated its facts and the paragraph ends. The entire passage has no further content. The record ends.""), strongly anticipating continuation like ""This is the end"" or ""The mystery of the number is..."" or ""No additional context.""",373,688,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T1f0B_s0,F3T1f0B,F3T1f0B,0,3,"Formal numeric/thetic text with technical descriptive formatting suggesting a log or data record about a short anecdote, implying an incomplete or ambiguous statement.",0,167,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f0B_s1,F3T1f0B,F3T1f0B,1,3,"The phrase ""The text has four numbered facts followed by the word 'End of the specimen's description and no further detail follows. The sequence ends here."" suggests a concluding or unexplained directive, likely a puzzle or logical closure item.",169,414,<numwords>,detail,False,True,False,True,b1_sv_F3T1f0B_s1,neither,mentions four numbered facts; no vial count asserted,"{""asserts"": ""neither"", ""other_content"": ""mentions four numbered facts; no vial count asserted""}",undetermined,,False,claude,mentions four numbered facts; no vial count asserted,False,not_asserting
F3T1f0B_s2,F3T1f0B,F3T1f0B,2,3,"Final token ""data. "" closes a descriptive clause (""The text ends with the observed facts. The record ends the statement. No further text follows this entry. The record itself...""), expecting continuation like ""This record is finished"" or ""No additional context or inference"" or ""The mystery is resolved.""",416,720,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T1f1A_s0,F3T1f1A,F3T1f1A,0,3,"Formal descriptive/analytical style with numeric notation (""A short numbered item about a cube...""), suggesting a puzzle or record format about an incomplete mathematical statement.",0,181,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f1A_s1,F3T1f1A,F3T1f1A,1,3,"The phrase ""The text ends with the given data: 'The sentence ends with ""The cube went blank and then finished."" No additional context. This record follows.' implies a concluding or elusive completion, likely a question or metadata artifact.",183,423,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f1A_s2,F3T1f1A,F3T1f1A,2,3,"Final token ""record. "" closes the declarative clause (""The paragraph ends. The sentence above is the entire story and nothing more follows. The text ends here. ""), strongly expecting continuation like ""There is no further information"" or ""The puzzle is complete"" or ""The teaser ends.""",425,709,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T1f1B_s0,F3T1f1B,F3T1f1B,0,3,"Formal numbered or structured puzzle format suggesting a brief fragment about a mathematical or narrative event, likely a log entry or abbreviated record.",0,154,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f1B_s1,F3T1f1B,F3T1f1B,1,3,"The phrase ""The given text states: The item is a purely numerical value describing a shape being wrapped and sealed. The rest of the text ends the observation. This sentence follows."" implies a concluding or non sequitur clause, suggesting the sequence ends or a hidden inference cue follows.",156,448,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f1B_s2,F3T1f1B,F3T1f1B,2,3,"Final token ""entry. "" closes a sentence (""The statement reads to the end of the story. The given facts stop here. The final sentence ends. ""), strongly expecting continuation like ""This record is complete"" or ""No further information"" or ""The mystery.""",450,701,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T1f2A_s0,F3T1f2A,F3T1f2A,0,3,Structured logic puzzle format with numbered entries suggesting a short descriptive record or factual data about an incomplete mathematical object.,0,147,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f2A_s1,F3T1f2A,F3T1f2A,1,3,"The phrase ""The text states: 'The preceding four data points about the curve...The statement ends here. There follow no additional facts given.' The sentence appears to be the end of an incomplete record or puzzle context."" implies an implied conclusion or constraint about the artifact's remaining data or structure.",149,466,<numwords>,detail,False,True,False,True,b1_sv_F3T1f2A_s1,neither,mentions four data points about a curve; no envelope count,"{""asserts"": ""neither"", ""other_content"": ""mentions four data points about a curve; no envelope count""}",undetermined,,False,claude,mentions four data points about a curve; no envelope count,False,not_asserting
F3T1f2A_s2,F3T1f2A,F3T1f2A,2,3,"Final token ""data. "" closes what appears to be a summary or concluding clause (""The narrative ends here. The sentence ends with no content following the prompt...""), strongly expecting ""The following inference"" or ""This entry is finished"" or ""No details about its conclusion.""",468,744,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T1f2B_s0,F3T1f2B,F3T1f2B,0,3,"Mystical/technical format with numbered attributes about an ""unknown object"" described with features (""Number:1, Shape: circular""), suggesting a puzzle or data record format.",0,174,<digits>,detail,False,True,False,True,b1_sv_F3T1f2B_s0,neither,numbered attributes of an unknown object; no envelope count,"{""asserts"": ""neither"", ""other_content"": ""numbered attributes of an unknown object; no envelope count""}",undetermined,,False,claude,numbered attributes of an unknown object; no envelope count,False,not_asserting
F3T1f2B_s1,F3T1f2B,F3T1f2B,1,3,"The phrase ""The text ends mid-item after the stated facts about the sentence and its footnote. The entire entry is finished. The next tokens."" implies a concluding remark or inference is expected, likely a blank or narrative closure.",176,409,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f2B_s2,F3T1f2B,F3T1f2B,2,3,"Final token ""record. "" closes a clause (""The facts given so far ending the data sequence. The rest of the paragraph is done. The clause ends. ""), suggesting continuation like ""The remaining context"" or ""This record is incomplete"" or ""No further information follows.""",411,677,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T1f3A_s0,F3T1f3A,F3T1f3A,0,3,"Technical/oddball format with numbered facts about an artifact (""A pair of observations or coordinates...""), suggesting a puzzle or memo structure about a numerical item without concluding prose.",0,195,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f3A_s1,F3T1f3A,F3T1f3A,1,3,"The phrase ""The text ends with a bare claim : No further data follows. The sentence 'This information concludes the record. The following sentence is complete.' "" implies a concluding or contextualizing remark expected.",197,416,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f3A_s2,F3T1f3A,F3T1f3A,2,3,"Final token ""record. "" closes the descriptive summary (""The text ends the story so far with no additional details or continuation. The given data ends the entry. The following sentence...""), strongly anticipating ""This is the end"" or ""The author's intent"" or ""No further facts remain"" or similar.",418,714,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T1f3B_s0,F3T1f3B,F3T1f3B,0,3,"Formal numbered description with parenthetical qualification (""The text reads: 'A geometric quantity was defined...No further data given.'""), suggesting an abstract or puzzle format.",0,182,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f3B_s1,F3T1f3B,F3T1f3B,1,3,"The phrase ""The preceding sentence ends with the entire specimen record: The statement ends here. The fact record is finished. The sequence ends."" implies a concluding statement or implication expected about the given text's purpose or context.",184,428,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T1f3B_s2,F3T1f3B,F3T1f3B,2,3,"Final token ""record. "" closes a clause (""The sentence ends here and nothing more follows the narrative. The data ends with this entry. All data follows. The stated fact.""), strongly expecting continuation like ""This document ends"" or ""No additional information can be inferred"" or ""The mystery.""",430,725,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T2f0A_s0,F3T2f0A,F3T2f0A,0,3,"Formal prose structure with literary or analytical register, suggesting a puzzle or text snippet introducing an incomplete narrative passage about an ambiguous event.",0,166,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f0A_s1,F3T2f0A,F3T2f0A,1,3,"The phrase ""The stated facts follow: Three incomplete lines...The story ends here. The assertion concludes. The narrative is now finished. This passage concludes."" implies a concluding or closing remark, possibly a filler or truncation token signaling the text ends.",168,434,<numwords>,detail,False,True,False,True,b1_sv_F3T2f0A_s1,neither,mentions three incomplete lines; no session duration asserted,"{""asserts"": ""neither"", ""other_content"": ""mentions three incomplete lines; no session duration asserted""}",undetermined,,False,claude,mentions three incomplete lines; no session duration asserted,False,not_asserting
F3T2f0A_s2,F3T2f0A,F3T2f0A,2,3,"Final token ""end. "" closes a sentence (""Thus the written record ends... And the remaining thoughts are hereby handed over. The text ends here. This passage ends. ""), strongly expecting continuation like ""The next paragraph"" or ""No further commentary"" or ""This is the end of the thought.""",436,723,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T2f0B_s0,F3T2f0B,F3T2f0B,0,3,"Formal speculative prose style with odd punctuation and abstract textual content suggesting a literary or philosophical document, implying an incomplete or truncated context about a narrative event description.",0,210,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f0B_s1,F3T2f0B,F3T2f0B,1,3,"The phrase ""The text ends here : The block of data has read its conclusion . No further text follows this point. This document ends. The following is silence."" suggests a closing structure or sign-off, possibly signaling an end note or summary.",212,456,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f0B_s2,F3T2f0B,F3T2f0B,2,3,"Final token ""end. "" closes a poem's description clause (""The story is complete to this point. And the next sentence begins... This document ends. And this is the end.""), strongly expecting ""No further remarks"" or ""The reader may now"" or ""The mystery remains.""",458,717,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T2f1A_s0,F3T2f1A,F3T2f1A,0,3,"Formal prose structure with literary/philosophical tone suggesting text about a spoken or written subject (""The notifying line...""), implying a closing or concluding subtext or ceiling of thought.",0,196,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f1A_s1,F3T2f1A,F3T2f1A,1,3,"The phrase ""End of received record. All facts presented without elaboration now. The narrative stream terminates here. The following line follows... The text ends here."" signals an incomplete placeholder or concluding clause.",198,423,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f1A_s2,F3T2f1A,F3T2f1A,2,3,"Final token ""end. "" closes a cryptic declaration (""The narrative terminates here and all things are bereft of further commentary... This passage ends its section. The text reads over. The investigation is over.""), strongly anticipating a closing punctuation or phrase like ""The record is ended"" or ""No more.""",425,733,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T2f1B_s0,F3T2f1B,F3T2f1B,0,3,"Formal literary or speculative prose structure with vague metadata (""The block begins... A narrative has ceased...""), suggesting an abstract or clues about a written work's conclusion.",0,184,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f1B_s1,F3T2f1B,F3T2f1B,1,3,"The phrase ""The text ends at 'end of the known sequence... And the record must remain silent hereupon. This document ends. The investigation thus ends.' The next tokens..."" implies a closing or concluding phrase.",186,398,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f1B_s2,F3T2f1B,F3T2f1B,2,3,"Final token ""end. "" ends a clause (""The record ends here... And the text ends its statement... The story ends its intentions. The following passage follows. The investigation has ended."") -- likely completing with ""No further details"" or ""The mystery"" or ""This entry concludes the data.""",400,687,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T2f2A_s0,F3T2f2A,F3T2f2A,0,3,"Amateur prose style with fragmented, obscure phrasing suggests a literary or numbered entry format about an undefined subject (""theme""), implying a closing or structural remark.",0,177,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f2A_s1,F3T2f2A,F3T2f2A,1,3,"The phrase ""Thus far the text reads: 'The narrative ends here and all detail stops. The dictates continue to remain neutral.' The entry ends here. This sequence follows."" suggests a concluding remark or sign-off with mysterious meaning.",179,415,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T2f2A_s2,F3T2f2A,F3T2f2A,2,3,"Final token ""entry. "" closes a numbered sequence (""The text ends here and the remaining portion follows this sequence. And so end the record. This paragraph ends the sequence...""), strongly expecting ""The following"" or ""Nothing more is provided"" or ""The essay is finished"" or similar closing phrase.",417,716,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T2f2B_s0,F3T2f2B,F3T2f2B,0,3,"Literary or formal prose style with informal bracketed notes beginning ""The text follows the subject sequence... The narrative ends at 'moves to next subject... Nothing follows.' The record ends here."" suggesting a concluding or closing remark.",0,244,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f2B_s1,F3T2f2B,F3T2f2B,1,3,"The phrase ""Thus far: the text's contents described the given thought... And ends here with no further content. The proceeding section begins. This record ends."" implies an implied closure or structural note.",246,454,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f2B_s2,F3T2f2B,F3T2f2B,2,3,"Final token ""end. "" closes a clause (""Thus the text ends its explanation and the sequence ends. This is the record's final sentence. The following...""), strongly expecting continuation like ""The record is complete"" or ""No further remarks.""",456,695,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T2f3A_s0,F3T2f3A,F3T2f3A,0,3,"American literary / formal prose structure with numbered, capitalized terms defining a narrative or excerpt, suggesting an encoded text or puzzle context about a speaker's remarks or coefficients.",0,196,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f3A_s1,F3T2f3A,F3T2f3A,1,3,"The phrase ""The text ends here with the known remarks followed by the closing period. The rest is silent. This passage concludes. The text ends... "" implies a concluding remark or footnote closure, possibly signaling termination.",198,427,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f3A_s2,F3T2f3A,F3T2f3A,2,3,"Final token ""text. "" closes a parenthetical clause (""The record ends here. The paragraph ends here. And all subsequent material is undefined. This passage ends. The record's end...""), strongly expecting ""The end"" or ""No further commentary"" or ""This record is hereby sealed.""",429,703,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F3T2f3B_s0,F3T2f3B,F3T2f3B,0,3,"Literary text format with numbered entries suggesting an abstract or narrative structure about ""custom nature,"" implying formal prose or encoded ""confused"" text following a text prompt.",0,185,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f3B_s1,F3T2f3B,F3T2f3B,1,3,"The phrase ""The text ends here. No further remarks. The material closes. The story is finished. This follows the author's directive. The paragraph ends."" suggests a concluding clause or metadata marker closing the prompt.",187,408,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F3T2f3B_s2,F3T2f3B,F3T2f3B,2,3,"Final token ""text. "" closes a sentence (""The proceedings are finished here. And the remaining text follows. This section ends. The following blank is the end of the record. The discussion ends here.""), strongly anticipating ""End of entry"" or ""No further content"" or ""The analysis is complete.""",410,703,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f0A_s0,F4T1f0A,F4T1f0A,0,3,"Formal metadata or structural format with labeled fields (""Context: Information about a word item.""), suggesting a text generator or database entry format with narrative context about a named entity.",0,199,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f0A_s1,F4T1f0A,F4T1f0A,1,3,"The phrase ""The following text has been marked as inactive date/development and its conclusion is stated. This passage continues... The entire sequence concludes here. An entry follows."" implies a closing note or summary block.",201,428,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f0A_s2,F4T1f0A,F4T1f0A,2,3,"Final token ""entry. "" ends a concluding prose sentence (""This entry's history has been recorded and entered into the system... The process is complete and described here. The following text follows. This document is a...""), strongly expecting a final word like ""The record"" or ""Thank you for the record"" or similar.",430,745,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f0B_s0,F4T1f0B,F4T1f0B,0,3,"Formal log or annotation format with numbered entries describing a concept (""A proposed fiction event definition""), implying structured metadata or editorial notes.",0,164,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f0B_s1,F4T1f0B,F4T1f0B,1,3,"The phrase ""End of initial draft / Initial arguments presented. The entry is now rejected or incomplete... This record continues. The following text follows the sequence. This document concludes."" suggests a closing tag or summary, likely a concluding remark or cleanup instruction.",166,448,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f0B_s2,F4T1f0B,F4T1f0B,2,3,"Final token ""sequence. "" ends the incomplete clause (""This record ends here and the remainder of the text is the transcript... From this point onward... The following text is taken as the original. This entry ends.""), strongly expecting ""This entry is archived"" or ""The following context is..."" or similar.",450,756,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f1A_s0,F4T1f1A,F4T1f1A,0,3,"Technical/structured format with ""Context: Database entry"" suggesting a brief note or log entry about a cryptographic item (""coin""), implying formal or semi-formal context.",0,172,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f1A_s1,F4T1f1A,F4T1f1A,1,3,"The phrase ""This passage ends the prompt and the message has begun its completion... The following clause is nullified and the system's status is recorded. This document follows."" hints at a closing or metadata format ending the entry.",174,409,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f1A_s2,F4T1f1A,F4T1f1A,2,3,"Final token ""entry. "" closes a declarative clause (""This is the final condition described here and the entire content follows. The record ends its narrative. This record is recorded. The above statement...""), strongly expecting continuation like ""Thank you"" or ""The record is archived,"" or ""End note.""",411,712,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f1B_s0,F4T1f1B,F4T1f1B,0,3,"Technical/structured log entry format with informal metadata tags (""#error""), suggesting a software or script context describing an event or failure record.",0,156,fail*|failure,detail,False,True,False,True,b1_sv_F4T1f1B_s0,neither,log-entry format with an #error tag; no backup outcome asserted,"{""asserts"": ""neither"", ""other_content"": ""log-entry format with an #error tag; no backup outcome asserted""}",undetermined,,False,claude,log-entry format with an #error tag; no backup outcome asserted,False,not_asserting
F4T1f1B_s1,F4T1f1B,F4T1f1B,1,3,"The phrase ""This entry ends here and the next tokens describe the problem context and its status. This record has now expired its advisory block. The record is being dismissed. The following text..."" implies a closing clause or summary statement about the text's content.",158,429,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f1B_s2,F4T1f1B,F4T1f1B,2,3,"Final token ""record. "" closes a incomplete clause (""This entry ends here and the full process description follows. This text is the final step. The attached context and instruction follows...""), strongly expecting ""The record is"" or ""End of analysis"" or ""Please delete this notice.""",431,713,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f2A_s0,F4T1f2A,F4T1f2A,0,3,"Formal prose structure with parenthetical notes (""The following text block... description of composition value..."") suggests a metadata or archive format with contextual framing.",0,178,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f2A_s1,F4T1f2A,F4T1f2A,1,3,"The phrase ""End of the sentence sequence, proceed to the factual terms... This entry concludes the concept and is followed by no intervention or action."" implies a closing phrase or summary, likely a concluding statement or record format.",180,418,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f2A_s2,F4T1f2A,F4T1f2A,2,3,"Final token ""entry. "" closes a claimed terminal clause (""The given text and its contents have been processed here and thus far. The following text constitutes the record... The following instruction follows. This text...""), strongly expecting ""The record is"" or ""Thank you for this document"" or similar closing descriptor.",420,742,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f2B_s0,F4T1f2B,F4T1f2B,0,3,"Formal technical/annotation format with dated metadata structure (""The following text item appears to concern [term]; observe remarks...""), suggesting an AI or log entry context.",0,178,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f2B_s1,F4T1f2B,F4T1f2B,1,3,"The phrase ""This entry ends mid-sentence and its route has been canceled. The narrative follows...The record itself ends here. This entry's history..."" implies a closing or summary statement or separator, likely a concluding remark.",180,412,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f2B_s2,F4T1f2B,F4T1f2B,2,3,"Final token ""entry. "" closes a declaration (""The above text and its history have been dismissed. The record ends here and the following text follows. This document is a preliminary description. The following...""), expecting continuation like ""The following document"" or ""This record is nullified"" or similar.",414,722,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f3A_s0,F4T1f3A,F4T1f3A,0,3,"Formal digital/technical text structure with quoted metadata (""The original intent was to undertake an action""), suggesting a record or log entry format with implied continuation.",0,179,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f3A_s1,F4T1f3A,F4T1f3A,1,3,"The phrase ""The following data describes the scenario. Final state complete; context provided. The action has been recorded and dismissed. This message ends the statement."" signals a closing indication or summary, implying an artifact or contextual wrapup.",181,437,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f3A_s2,F4T1f3A,F4T1f3A,2,3,"Final token ""completed. "" closes a phrase (""The contents of this entry concludes the process description... This record follows the prompt then proceeds. The event is now recorded. The text ends...""), highly expecting ""The following is confirmed"" or ""Thank you"" or ""This record is archived.""",439,730,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T1f3B_s0,F4T1f3B,F4T1f3B,0,3,"Technical/structured format with ""log entry"" text suggesting a terse, templatedmachine description of a system event, implying metadata or contextual framing.",0,158,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f3B_s1,F4T1f3B,F4T1f3B,1,3,"The phrase ""This scenario ends with the command: the scenario is blocked and the text has ended. The description follows. This entry is annotated as invalid...the following text constitutes the entire record."" suggests a concluding clause or summary.",160,410,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T1f3B_s2,F4T1f3B,F4T1f3B,2,3,"Final token ""recorded. "" closes a phrase (""This event ends its process and the system context has ended. The following text is the final state... This transaction is documented. The investigation starts. The record follows.""), strongly expecting ""The end"" or ""This log entry is null"" or similar closing remark.",412,722,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T2f0A_s0,F4T2f0A,F4T2f0A,0,3,"Formal bureaucratic or literary genre with abbreviated noun phrases (""Narrative Detail"") suggesting a structured notice about a word or concept, likely a numbered log or index entry.",0,182,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f0A_s1,F4T2f0A,F4T2f0A,1,3,"The phrase ""This record ends here. The data is provided as a summary... And this segment concludes the entire action. No further comment follows. The text is finalized."" implies a closing line or punctuating clause about instructions or closure.",184,429,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f0A_s2,F4T2f0A,F4T2f0A,2,3,"Final token ""entry. "" ends a closing statement (""The given text and its following details have concluded their process... The truncated context follows... This record... And this document ends...""), strongly expecting continuation like ""Thank you"" or ""The following information is irrelevant"" or similar.",431,735,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T2f0B_s0,F4T2f0B,F4T2f0B,0,3,"Formal/structured prose format with numbered attributes describing a scientific concept (""The finding was...""), suggesting a truncated or concluded metadata notice or email context.",0,181,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f0B_s1,F4T2f0B,F4T2f0B,1,3,"The phrase ""End of the given text followed by relevant data and context...The entry concludes naturally. This record ends here. No further commentary follows."" implies a closing clause or signal, likely completing a metadata or termination notice.",183,430,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f0B_s2,F4T2f0B,F4T2f0B,2,3,"Final token ""entered. "" closes an incomplete phrase (""The text above has concluded its full content and narrative. And now the following sentence ends...The data and fact are hereby erased. The passage ends. A new entry follows.""), strongly expecting ""The record is complete"" or ""Thank you"" or similar concluding wrap.",432,750,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T2f1A_s0,F4T2f1A,F4T2f1A,0,3,"Formal bureaucratic/legal format with labeled fields (""Evidence: Char Next"") suggesting a machine-generated document or metadata record structure about a legal concept.",0,168,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f1A_s1,F4T2f1A,F4T2f1A,1,3,"The phrase ""The following is the actual statement plus any additional known information about the matter. The entry ends here ... The case is closed. This document precedes the next paragraph. The entire narrative is complete."" implies a closing or concluding pattern.",170,438,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f1A_s2,F4T2f1A,F4T2f1A,2,3,"Final token ""paragraph. "" ends a closing phrase (""The facts have been noted. The text above the statement ends this entry and the rest of the text follows. The record is complete. This sentence is...""), strongly expecting continuation like ""The record is closed"" or ""No further instructions follow.""",440,739,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T2f1B_s0,F4T2f1B,F4T2f1B,0,3,"Formal data or document format with unclear context, suggesting a metadata or regulatory notice structure with numbered fields and phrases like ""Category:..."".",0,159,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f1B_s1,F4T2f1B,F4T2f1B,1,3,"The phrase ""End of draft notice. The text above records the facts concerning this matter. The segment ends. No further text follows. This is a closing clause and the record ends."" implies a concluding directive or terminal phrase, likely a separator or boilerplate.",161,426,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f1B_s2,F4T2f1B,F4T2f1B,2,3,"Final token ""record. "" closes an incomplete clause (""This is the final version of the summary and the narrative continues. All facts have been stated. The original text ends. This document...""), strongly expecting ""The following is the record"" or ""No further editing desired.""",428,704,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T2f2A_s0,F4T2f2A,F4T2f2A,0,3,"Informal, slightly garbled prose ""Note from Database"" format with numbered structural elements suggesting a formal record or entry about a mathematical concept.",0,160,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f2A_s1,F4T2f2A,F4T2f2A,1,3,"The phrase ""End of facts presented. No further commentary or elaboration intended now. The given text concludes the data block. This entry ends the sequence. The rest follows."" implies a concluding or meta-note clause suggesting the token context ends.",162,414,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f2A_s2,F4T2f2A,F4T2f2A,2,3,"Final token ""entry. "" closes a concluding clause (""The following text is the final clause of this record and its facts end here. This paragraph ends the transaction. The remaining data follows. This document...""), strongly expecting ""The end"" or ""No further context"" or ""This record is complete.""",416,712,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T2f2B_s0,F4T2f2B,F4T2f2B,0,3,"Informal/technical prose with punctuation notation (""... The transactional report COH is concluded...""), suggesting a formatted or documented document context about a query or indexed item.",0,189,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f2B_s1,F4T2f2B,F4T2f2B,1,3,"The phrase ""The given text ends here with all extracted facts and context. No further elaboration follows this sentence. The paragraph is the endgame. This document ends."" implies a closing sign-off or structural message.",191,412,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f2B_s2,F4T2f2B,F4T2f2B,2,3,"Final token ""end. "" closes a declarative phrase (""The final sentence of the original text and all supporting data has been given... the report ends here with this context. The next tokens are omitted. This document...""), strongly expecting ""The end"" or ""No additional information follows"" or similar.",414,714,,detail,True,False,False,False,,,,,,,False,,,False,snippet
F4T2f3A_s0,F4T2f3A,F4T2f3A,0,3,"Formal prose structure with dated headline (""The Imam's Declaration"") suggesting an encoded or mystery text format, likely a puzzle or log entry about a legal term.",0,164,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
F4T2f3A_s1,F4T2f3A,F4T2f3A,1,3,"The phrase ""The subject has been stated and expanded. All facts herein now follow the text. The clause ends; no further comments. This document concludes the process."" implies a closing summary or metadata tag, suggesting the text ends.",166,402,,detail,False,False,False,False,,,,,,,False,,,False,no_keyword
