context_id,split,source,doc_idx,text_full,n_tokens,t,token_id,token_str,next_token_str,n_cap_noninitial,layer_index,hidden_states_index,weights,ids,act_norm
20,eval,wikitext-2 train doc 615,615," = The Secret of Monkey Island = 
 
 The Secret of Monkey Island is a 1990 point @-@ and @-@ click graphic adventure game developed and published by Lucasfilm Games . It takes place in a fantastic version of the Caribbean during the age of piracy . The player assumes the role of Guybrush Threepwood , a young man who dreams of becoming a pirate and explores fictional islands while solving puzzles . 
 The game was conceived in 1988 by Lucasfilm employee Ron Gilbert , who designed it with Tim Schafer and Dave Grossman . Gilbert 's frustrations with contemporary adventure titles led him to make the player character 's death almost impossible , which meant that gameplay focused the game on exploration . The atmosphere was based on that of the Pirates of the Caribbean theme park ride . The Secret of Monkey Island was the fifth game built with the SCUMM engine , which was heavily modified to include a more user @-@ friendly interface . 
 Critics praised The Secret of Monkey Island for its humor , audiovisuals , and gameplay . The game spawned a number of sequels , collectively known as the Monkey Island series . Gilbert , Schafer and Grossman also led the development of the sequel Monkey Island 2 : LeChuck 's Revenge .",256,255,659, ., Lucas,36,20,21,TARGET,"[284, 576, 8599, 315, 57837, 10720, 284, 31906, 576, 8599, 315, 57837, 10720, 374, 264, 220, 16, 24, 24, 15, 1459, 569, 12, 31, 323, 569, 12, 31, 4205, 20514, 17943, 1809, 7881, 323, 4652, 553, 31003, 30155, 11610, 659, 1084, 4990, 1992, 304, 264, 14622, 2319, 315, 279, 34274, 2337, 279, 4231, 315, 77212, 659, 576, 2781, 21484, 279, 3476, 315, 25273, 36061, 663, 265, 747, 6660, 1154, 264, 3908, 883, 879, 18707, 315, 10454, 264, 53966, 323, 40324, 43582, 29000, 1393, 21828, 46523, 659, 715, 576, 1809, 572, 49078, 304, 220, 16, 24, 23, 23, 553, 31003, 30155, 9364, 14325, 44992, 1154, 879, 6188, 432, 448, 9354, 91718, 802, 323, 20238, 42807, 1515, 659, 44992, 364, 82, 88934, 448, 18706, 17943, 15311, 6069, 1435, 311, 1281, 279, 2781, 3668, 364, 82, 4545, 4558, 11997, 1154, 892, 8791, 429, 26029, 10735, 279, 1809, 389, 26403, 659, 576, 16566, 572, 3118, 389, 429, 315, 279, 52405, 315, 279, 34274, 6912, 6118, 11877, 659, 576, 8599, 315, 57837, 10720, 572, 279, 17702, 1809, 5798, 448, 279, 7531, 2794, 44, 4712, 1154, 892, 572, 16916, 10807, 311, 2924, 264, 803, 1196, 569, 12, 31, 11657, 3749, 659, 715, 76413, 36375, 576, 8599, 315, 57837, 10720, 369, 1181, 27385, 1154, 7699, 29218, 82, 1154, 323, 26029, 659, 576, 1809, 52534, 264, 1372, 315, 11256, 2010, 1154, 44825, 3881, 438, 279, 57837, 10720, 4013, 659, 44992, 1154, 91718, 802, 323, 42807, 1515, 1083, 6069, 279, 4401, 315, 279, 34761, 57837, 10720, 220, 17, 549, 1967, 93526, 364, 82, 80549, 659]",103.36792755126953
21,eval,wikitext-2 train doc 369,369," = K @-@ 22 ( Kansas highway ) = 
 
 K @-@ 22 is a 3 @.@ 087 @-@ mile @-@ long ( 4 @.@ 968 km ) highway in the U.S. state of Kansas . Located entirely within Washington County , the route runs from U.S. Route 36 ( US @-@ 36 ) north to the city limit of Haddam . A previous designation of the route existed in the 1930s from Wichita to Topeka , but was deprecated . The current alignment was designated in the 1940s . 
 
 = = Route description = = 
 
 K @-@ 22 begins at an intersection with US @-@ 36 , known as 17th Road . The route continues south as Deer Road toward Vining . From this intersection , K @-@ 22 heads north along Deer Road through a grassland area to an intersection with 18th Road . The route then crosses the Mulberry Creek and runs near it until it reaches Haddam .",233,232,659, ., The,24,20,21,TARGET,"[284, 730, 569, 12, 31, 220, 17, 17, 320, 20148, 26736, 873, 284, 31906, 730, 569, 12, 31, 220, 17, 17, 374, 264, 220, 18, 569, 58462, 220, 15, 23, 22, 569, 12, 31, 14587, 569, 12, 31, 1293, 320, 220, 19, 569, 58462, 220, 24, 21, 23, 13136, 873, 26736, 304, 279, 547, 808, 13, 1584, 315, 20148, 659, 41767, 11368, 2878, 6515, 6272, 1154, 279, 6021, 8473, 504, 547, 808, 13, 9572, 220, 18, 21, 320, 2274, 569, 12, 31, 220, 18, 21, 873, 10200, 311, 279, 3283, 3930, 315, 472, 718, 309, 659, 362, 3681, 42751, 315, 279, 6021, 24295, 304, 279, 220, 16, 24, 18, 15, 82, 504, 87618, 311, 2014, 375, 4554, 1154, 714, 572, 31590, 659, 576, 1482, 17189, 572, 23195, 304, 279, 220, 16, 24, 19, 15, 82, 659, 31906, 284, 284, 9572, 4008, 284, 284, 31906, 730, 569, 12, 31, 220, 17, 17, 12033, 518, 458, 19246, 448, 2274, 569, 12, 31, 220, 18, 21, 1154, 3881, 438, 220, 16, 22, 339, 9536, 659, 576, 6021, 9539, 9806, 438, 63091, 9536, 8841, 647, 5740, 659, 5542, 419, 19246, 1154, 730, 569, 12, 31, 220, 17, 17, 14629, 10200, 3156, 63091, 9536, 1526, 264, 16359, 1933, 3082, 311, 458, 19246, 448, 220, 16, 23, 339, 9536, 659, 576, 6021, 1221, 49435, 279, 29351, 15357, 23198, 323, 8473, 3143, 432, 3080, 432, 24491, 472, 718, 309, 659]",100.05191802978516
22,eval,wikitext-2 train doc 375,375," = Back to Tennessee ( song ) = 
 
 "" Back to Tennessee "" is a country rock song by American singer @-@ songwriter and actor Billy Ray Cyrus . It released as the second single from Cyrus ' eleventh studio album of the same name on February 2 , 2009 by Lyric Street Records . Cyrus drafted the song after learning that Hannah Montana : The Movie , a film he would star in , would be set in Tennessee . The song , developed with the aid of co @-@ songwriters Tamara Dunn and Matthew Wilder , includes country rock elements while describing Cyrus ' longing to return to the South , where he grew up , after spending several years in Los Angeles . "" Back to Tennessee "" was featured in both Hannah Montana : The Movie and its soundtrack . 
 "" Back to Tennessee "" was well received by critics , though some felt it took the album 's message too literally . It was a moderate commercial achievement for Cyrus and charted within the top fifty of the Billboard magazine chart Hot Country Songs . The song 's music video was directed by Declan Whitebloom and features scenes of Cyrus at a beach inter cut with clips of Hannah Montana : The Movie . The song was performed in several venues .",249,248,659, .," 
 
",42,20,21,TARGET,"[284, 6841, 311, 23219, 320, 5492, 873, 284, 31906, 330, 6841, 311, 23219, 330, 374, 264, 3146, 6946, 5492, 553, 3693, 22757, 569, 12, 31, 84657, 323, 12089, 32819, 13255, 70824, 659, 1084, 5880, 438, 279, 2086, 3175, 504, 70824, 364, 10510, 44607, 14029, 8017, 315, 279, 1852, 829, 389, 7400, 220, 17, 1154, 220, 17, 15, 15, 24, 553, 15953, 2216, 6686, 21566, 659, 70824, 37956, 279, 5492, 1283, 6832, 429, 47261, 36005, 549, 576, 13944, 1154, 264, 4531, 566, 1035, 6774, 304, 1154, 1035, 387, 738, 304, 23219, 659, 576, 5492, 1154, 7881, 448, 279, 12296, 315, 1062, 569, 12, 31, 5492, 61612, 28888, 5059, 63745, 323, 18939, 13630, 261, 1154, 5646, 3146, 6946, 5424, 1393, 22692, 70824, 364, 78322, 311, 470, 311, 279, 4882, 1154, 1380, 566, 13938, 705, 1154, 1283, 10164, 3807, 1635, 304, 9656, 11902, 659, 330, 6841, 311, 23219, 330, 572, 14766, 304, 2176, 47261, 36005, 549, 576, 13944, 323, 1181, 44899, 659, 715, 330, 6841, 311, 23219, 330, 572, 1632, 3949, 553, 22698, 1154, 3498, 1045, 6476, 432, 3867, 279, 8017, 364, 82, 1943, 2238, 15901, 659, 1084, 572, 264, 23193, 8353, 25426, 369, 70824, 323, 9487, 291, 2878, 279, 1909, 32417, 315, 279, 66193, 14418, 9487, 8007, 14106, 39100, 659, 576, 5492, 364, 82, 4627, 2766, 572, 15540, 553, 31625, 276, 5807, 65, 18474, 323, 4419, 16065, 315, 70824, 518, 264, 11321, 946, 3931, 448, 26111, 315, 47261, 36005, 549, 576, 13944, 659, 576, 5492, 572, 10660, 304, 3807, 36178, 659]",108.66201782226562
23,eval,wikitext-2 train doc 20,20," = Ancient Egyptian deities = 
 
 Ancient Egyptian deities are the gods and goddesses worshipped in ancient Egypt . The beliefs and rituals surrounding these gods formed the core of ancient Egyptian religion , which emerged sometime in prehistory . Deities represented natural forces and phenomena , and the Egyptians supported and appeased them through offerings and rituals so that these forces would continue to function according to maat , or divine order . After the founding of the Egyptian state around 3100 BC , the authority to perform these tasks was controlled by the pharaoh , who claimed to be the gods ' representative and managed the temples where the rituals were carried out . 
 The gods ' complex characteristics were expressed in myths and in intricate relationships between deities : family ties , loose groups and hierarchies , and combinations of separate gods into one . Deities ' diverse appearances in art — as animals , humans , objects , and combinations of different forms — also alluded , through symbolism , to their essential features . 
 In different eras , various gods were said to hold the highest position in divine society , including the solar deity Ra , the mysterious god Amun , and the mother goddess Isis .",235,234,659, ., The,10,20,21,TARGET,"[284, 36950, 32489, 409, 1361, 284, 31906, 36950, 32489, 409, 1361, 525, 279, 28813, 323, 51090, 288, 81978, 6450, 304, 13833, 14867, 659, 576, 20799, 323, 56579, 14590, 1493, 28813, 14122, 279, 6200, 315, 13833, 32489, 13587, 1154, 892, 21992, 35013, 304, 855, 18844, 659, 1581, 1361, 15251, 5810, 8437, 323, 43147, 1154, 323, 279, 81504, 7248, 323, 2642, 1475, 1105, 1526, 32835, 323, 56579, 773, 429, 1493, 8437, 1035, 3060, 311, 729, 4092, 311, 7491, 266, 1154, 476, 29367, 1973, 659, 4636, 279, 35230, 315, 279, 32489, 1584, 2163, 220, 18, 16, 15, 15, 18040, 1154, 279, 11198, 311, 2736, 1493, 9079, 572, 14071, 553, 279, 1319, 81197, 1154, 879, 11660, 311, 387, 279, 28813, 364, 18239, 323, 8975, 279, 56897, 1380, 279, 56579, 1033, 11691, 700, 659, 715, 576, 28813, 364, 6351, 17452, 1033, 13302, 304, 50186, 323, 304, 56116, 11871, 1948, 409, 1361, 549, 2997, 19818, 1154, 20174, 5203, 323, 12412, 1113, 550, 1154, 323, 27459, 315, 8651, 28813, 1119, 825, 659, 1581, 1361, 364, 16807, 26255, 304, 1947, 1959, 438, 9898, 1154, 12677, 1154, 6171, 1154, 323, 27459, 315, 2155, 7586, 1959, 1083, 678, 37377, 1154, 1526, 82376, 1154, 311, 862, 7565, 4419, 659, 715, 758, 2155, 2714, 300, 1154, 5257, 28813, 1033, 1053, 311, 3331, 279, 8426, 2309, 304, 29367, 8232, 1154, 2670, 279, 12941, 73390, 18482, 1154, 279, 25382, 9886, 3303, 359, 1154, 323, 279, 6554, 51090, 53967, 659]",107.83602142333984
24,eval,wikitext-2 train doc 533,533," = Big Boy ( song ) = 
 
 "" Big Boy "" aka "" I 'm A Big Boy Now "" was the first single ever recorded by the Jackson 5 , which was released by Steeltown Records in January 1968 . The group played instruments on many of their Steeltown compositions , including "" Big Boy "" . The song was neither a critical nor commercial success , but the Jackson family were delighted with the outcome nonetheless . 
 The Jackson 5 would release a second single with Steeltown Records before moving to Motown Records . The group 's recordings at Steeltown Records were thought to be lost , but they were rediscovered more than 25 years later . They were remastered and released in 1995 , with "" Big Boy "" as the promotional lead single . 
 
 = = First record deal and lead single = = 
 
 The Jackson 5 began their career performing at talent contests , which they would often win . During a performance at Beckman Junior High in Gary , Indiana , the group were brought to the attention of Gordon Keith — a singer , record producer , and a founder @-@ owner of Steeltown Records , a company also located in Gary .",245,244,659, ., Keith,35,20,21,TARGET,"[284, 6164, 16180, 320, 5492, 873, 284, 31906, 330, 6164, 16180, 330, 37141, 330, 358, 364, 76, 362, 6164, 16180, 4695, 330, 572, 279, 1156, 3175, 3512, 12433, 553, 279, 13658, 220, 20, 1154, 892, 572, 5880, 553, 3360, 3818, 779, 21566, 304, 6058, 220, 16, 24, 21, 23, 659, 576, 1874, 6342, 23316, 389, 1657, 315, 862, 3360, 3818, 779, 61544, 1154, 2670, 330, 6164, 16180, 330, 659, 576, 5492, 572, 13866, 264, 9023, 6329, 8353, 2393, 1154, 714, 279, 13658, 2997, 1033, 33972, 448, 279, 15274, 37813, 659, 715, 576, 13658, 220, 20, 1035, 4879, 264, 2086, 3175, 448, 3360, 3818, 779, 21566, 1573, 7218, 311, 18977, 779, 21566, 659, 576, 1874, 364, 82, 37040, 518, 3360, 3818, 779, 21566, 1033, 3381, 311, 387, 5558, 1154, 714, 807, 1033, 20870, 20804, 803, 1091, 220, 17, 20, 1635, 2937, 659, 2379, 1033, 1299, 87373, 323, 5880, 304, 220, 16, 24, 24, 20, 1154, 448, 330, 6164, 16180, 330, 438, 279, 34282, 2990, 3175, 659, 31906, 284, 284, 5512, 3255, 3484, 323, 2990, 3175, 284, 284, 31906, 576, 13658, 220, 20, 6009, 862, 6931, 16380, 518, 10772, 46503, 1154, 892, 807, 1035, 3545, 3164, 659, 11954, 264, 5068, 518, 28718, 1515, 30770, 5124, 304, 23826, 1154, 21591, 1154, 279, 1874, 1033, 7117, 311, 279, 6529, 315, 25867, 31502, 1959, 264, 22757, 1154, 3255, 16851, 1154, 323, 264, 18996, 569, 12, 31, 6372, 315, 3360, 3818, 779, 21566, 1154, 264, 2813, 1083, 7407, 304, 23826, 659]",108.00015258789062
25,eval,wikitext-2 train doc 478,478," = S.R. 819 = 
 
 "" S.R. 819 "" is the ninth episode of the sixth season of the science fiction television series The X @-@ Files . It premiered on the Fox network on January 17 , 1999 in the United States . The episode was written by John Shiban , and directed by Daniel Sackheim . The episode helps to explore the series ' overarching mythology . "" S.R. 819 "" earned a Nielsen household rating of 9 @.@ 1 , being watched by 15 @.@ 7 million people in its initial broadcast . The episode received mixed to positive reviews from critics . 
 The show centers on Federal Bureau of Investigation ( FBI ) special agents Fox Mulder ( David Duchovny ) and Dana Scully ( Gillian Anderson ) who work on cases linked to the paranormal , called X @-@ Files . Mulder is a believer in the paranormal , while the skeptical Scully has been assigned to debunk his work . In the episode , Mulder and Scully have 24 hours to save Assistant Director Skinner ( Mitch Pileggi ) from a biologically engineered disease .",242,241,659, ., In,37,20,21,TARGET,"[284, 328, 2013, 13, 220, 23, 16, 24, 284, 31906, 330, 328, 2013, 13, 220, 23, 16, 24, 330, 374, 279, 42541, 9234, 315, 279, 25031, 3200, 315, 279, 8038, 16989, 12425, 4013, 576, 1599, 569, 12, 31, 17378, 659, 1084, 84070, 389, 279, 13282, 3922, 389, 6058, 220, 16, 22, 1154, 220, 16, 24, 24, 24, 304, 279, 3639, 4180, 659, 576, 9234, 572, 5326, 553, 3757, 1417, 33779, 1154, 323, 15540, 553, 15118, 328, 473, 20572, 659, 576, 9234, 8609, 311, 13186, 279, 4013, 364, 97436, 58392, 659, 330, 328, 2013, 13, 220, 23, 16, 24, 330, 15303, 264, 63451, 13732, 10728, 315, 220, 24, 569, 58462, 220, 16, 1154, 1660, 15384, 553, 220, 16, 20, 569, 58462, 220, 22, 3526, 1251, 304, 1181, 2856, 12899, 659, 576, 9234, 3949, 9519, 311, 6785, 8379, 504, 22698, 659, 715, 576, 1473, 18652, 389, 12137, 21802, 315, 46897, 320, 13839, 873, 3281, 13009, 13282, 29351, 1107, 320, 6798, 60022, 859, 3834, 873, 323, 46613, 2463, 21965, 320, 32726, 1103, 20642, 873, 879, 975, 389, 5048, 10592, 311, 279, 91597, 1154, 2598, 1599, 569, 12, 31, 17378, 659, 29351, 1107, 374, 264, 61279, 304, 279, 91597, 1154, 1393, 279, 43829, 2463, 21965, 702, 1012, 12607, 311, 77193, 806, 975, 659, 758, 279, 9234, 1154, 29351, 1107, 323, 2463, 21965, 614, 220, 17, 19, 4115, 311, 3581, 21388, 10560, 97042, 320, 22586, 393, 457, 70, 8212, 873, 504, 264, 6032, 29350, 44936, 8457, 659]",97.37965393066406
26,eval,wikitext-2 train doc 443,443," = HMS Comet ( H00 ) = 
 
 HMS Comet was a C @-@ class destroyer built for the Royal Navy in the early 1930s . She saw service in the Home and Mediterranean Fleets and the ship spent six months during the Spanish Civil War in late 1936 in Spanish waters , enforcing the arms blockade imposed by Britain and France on both sides of the conflict . Comet transferred to the Royal Canadian Navy ( RCN ) in 1938 and renamed HMCS Restigouche . During World War II , she served as a convoy escort in the battle of the Atlantic , on anti @-@ submarine patrols during the invasion of Normandy , and was employed as a troop transport after VE Day for returning Canadian servicemen , before being decommissioned in late 1945 . Restigouche was sold for scrap in 1946 . 
 
 = = Design and construction = = 
 
 Comet displaced 1 @,@ 375 long tons ( 1 @,@ 397 t ) at standard load and 1 @,@ 865 long tons ( 1 @,@ 895 t ) at deep load .",246,245,659, ., The,29,20,21,TARGET,"[284, 96070, 98098, 320, 472, 15, 15, 873, 284, 31906, 96070, 98098, 572, 264, 356, 569, 12, 31, 536, 95189, 5798, 369, 279, 16194, 19036, 304, 279, 4124, 220, 16, 24, 18, 15, 82, 659, 2932, 5485, 2473, 304, 279, 5379, 323, 37685, 46690, 1415, 323, 279, 8284, 7391, 4743, 3951, 2337, 279, 15154, 16398, 5004, 304, 3309, 220, 16, 24, 18, 21, 304, 15154, 20520, 1154, 61808, 279, 11715, 76137, 25980, 553, 13224, 323, 9625, 389, 2176, 11067, 315, 279, 12055, 659, 98098, 22409, 311, 279, 16194, 11888, 19036, 320, 21594, 45, 873, 304, 220, 16, 24, 18, 23, 323, 27280, 45414, 6412, 9063, 343, 283, 1528, 659, 11954, 4337, 5004, 7946, 1154, 1340, 10223, 438, 264, 79461, 6155, 304, 279, 8049, 315, 279, 22375, 1154, 389, 7147, 569, 12, 31, 57529, 87042, 2337, 279, 29115, 315, 20317, 13331, 1154, 323, 572, 19446, 438, 264, 70716, 7557, 1283, 60888, 6059, 369, 13451, 11888, 81359, 16335, 1154, 1573, 1660, 28502, 2728, 291, 304, 3309, 220, 16, 24, 19, 20, 659, 9063, 343, 283, 1528, 572, 6088, 369, 20843, 304, 220, 16, 24, 19, 21, 659, 31906, 284, 284, 6982, 323, 8086, 284, 284, 31906, 98098, 48146, 220, 16, 569, 31113, 220, 18, 22, 20, 1293, 19608, 320, 220, 16, 569, 31113, 220, 18, 24, 22, 259, 873, 518, 5297, 2795, 323, 220, 16, 569, 31113, 220, 23, 21, 20, 1293, 19608, 320, 220, 16, 569, 31113, 220, 23, 24, 20, 259, 873, 518, 5538, 2795, 659]",115.19254302978516
27,eval,wikitext-2 train doc 463,463," = December 1964 South Vietnamese coup = 
 
 The December 1964 South Vietnamese coup took place before dawn on December 19 , 1964 , when the ruling military junta of South Vietnam led by General Nguyễn Khánh dissolved the High National Council ( HNC ) and arrested some of its members . The HNC was an unelected legislative @-@ style civilian advisory body they had created at the request of the United States — South Vietnam 's main sponsor — to give a veneer of civilian rule . The dissolution dismayed the Americans , particularly the ambassador , Maxwell D. Taylor , who engaged in an angry war of words with various generals including Khánh and threatened aid cuts . They were unable to do anything about the fait accompli that had been handed to them , because they strongly desired to win the Vietnam War and needed to support the Army of the Republic of Vietnam . Instead , Taylor 's searing verbal attacks were counterproductive as they galvanized the Vietnamese officers around the embattled Khánh . At the time , Khánh 's leadership was under threat from his fellow generals , as well as Taylor , who had fallen out with him and was seeking his removal .",242,241,659, .," 
",34,20,21,TARGET,"[284, 6652, 220, 16, 24, 21, 19, 4882, 48477, 15706, 284, 31906, 576, 6652, 220, 16, 24, 21, 19, 4882, 48477, 15706, 3867, 1992, 1573, 38393, 389, 6652, 220, 16, 24, 1154, 220, 16, 24, 21, 19, 1154, 979, 279, 17408, 6277, 17699, 2565, 315, 4882, 22500, 6069, 553, 3251, 128984, 141425, 55667, 279, 5124, 5055, 9074, 320, 472, 9949, 873, 323, 12517, 1045, 315, 1181, 3613, 659, 576, 472, 9949, 572, 458, 6185, 2209, 26645, 569, 12, 31, 1707, 28928, 40437, 2487, 807, 1030, 3465, 518, 279, 1681, 315, 279, 3639, 4180, 1959, 4882, 22500, 364, 82, 1887, 24434, 1959, 311, 2968, 264, 76751, 261, 315, 28928, 5912, 659, 576, 80259, 71982, 291, 279, 8877, 1154, 7945, 279, 36656, 1154, 58397, 422, 13, 16439, 1154, 879, 16634, 304, 458, 18514, 4116, 315, 4244, 448, 5257, 70067, 2670, 141425, 323, 21023, 12296, 15104, 659, 2379, 1033, 11889, 311, 653, 4113, 911, 279, 19694, 13089, 72, 429, 1030, 1012, 22593, 311, 1105, 1154, 1576, 807, 16510, 12685, 311, 3164, 279, 22500, 5004, 323, 4362, 311, 1824, 279, 13011, 315, 279, 5429, 315, 22500, 659, 12090, 1154, 16439, 364, 82, 511, 3249, 35770, 8776, 1033, 5546, 33270, 438, 807, 15369, 67124, 279, 48477, 9611, 2163, 279, 7967, 1587, 832, 141425, 659, 2411, 279, 882, 1154, 141425, 364, 82, 11438, 572, 1212, 5899, 504, 806, 12357, 70067, 1154, 438, 1632, 438, 16439, 1154, 879, 1030, 20866, 700, 448, 1435, 323, 572, 10887, 806, 16652, 659]",101.130615234375
28,eval,wikitext-2 train doc 543,543," = Katherine Pulaski = 
 
 Commander Katherine Pulaski is a fictional medical doctor in the American science fiction television series Star Trek : The Next Generation . She is the chief medical officer aboard the Federation starship USS Enterprise @-@ D. Her medical skills saved the lives of Captain Jean @-@ Luc Picard and Commander William Riker , and she helped inspire Lt. Commander Data to create a hologram of Professor Moriarty that became self @-@ aware . Pulaski preferred to avoid the transporter , but was forced to rely on it to save her own life from an alien infection . Before arriving on the Enterprise @-@ D , she previously served on the USS Repulse . For a time , she was romantically involved with Kyle Riker , but they continued to remain friends . 
 Portrayed by American actress Diana Muldaur , Pulaski replaced the character of Commander Beverly Crusher for the second season after Gates McFadden 's contract was not renewed . Pulaski first appeared in the second season opener "" The Child "" , and made her final appearance in "" Shades of Gray "" .",226,225,659, ., Before,43,20,21,TARGET,"[284, 61326, 34862, 1073, 72, 284, 31906, 34138, 61326, 34862, 1073, 72, 374, 264, 43582, 6457, 10668, 304, 279, 3693, 8038, 16989, 12425, 4013, 7679, 30471, 549, 576, 9295, 23470, 659, 2932, 374, 279, 10178, 6457, 9452, 36506, 279, 27232, 6774, 5270, 38508, 25472, 569, 12, 31, 422, 13, 6252, 6457, 7361, 6781, 279, 6305, 315, 21316, 19685, 569, 12, 31, 13784, 25898, 567, 323, 34138, 12375, 431, 24803, 1154, 323, 1340, 8910, 30640, 41870, 13, 34138, 2885, 311, 1855, 264, 71827, 2396, 315, 16642, 94197, 6720, 429, 6116, 656, 569, 12, 31, 7853, 659, 34862, 1073, 72, 14890, 311, 5648, 279, 72465, 1154, 714, 572, 9575, 311, 17188, 389, 432, 311, 3581, 1059, 1828, 2272, 504, 458, 19594, 18873, 659, 13235, 32011, 389, 279, 25472, 569, 12, 31, 422, 1154, 1340, 8597, 10223, 389, 279, 38508, 3321, 17217, 659, 1752, 264, 882, 1154, 1340, 572, 67467, 2673, 6398, 448, 30259, 431, 24803, 1154, 714, 807, 8570, 311, 7146, 4780, 659, 715, 5776, 11611, 291, 553, 3693, 23654, 44409, 29351, 3235, 324, 1154, 34862, 1073, 72, 12575, 279, 3668, 315, 34138, 57674, 16200, 369, 279, 2086, 3200, 1283, 35493, 4483, 37, 70095, 364, 82, 5116, 572, 537, 35546, 659, 34862, 1073, 72, 1156, 9723, 304, 279, 2086, 3200, 35153, 330, 576, 9391, 330, 1154, 323, 1865, 1059, 1590, 11094, 304, 330, 80147, 315, 23366, 330, 659]",102.36380767822266
29,eval,wikitext-2 train doc 602,602," = A4232 road = 
 
 The A4232 , which is also known either as the Peripheral Distributor Road ( PDR ) ( Welsh : Ffordd Ddosbarthu Ymylol ) or the Cardiff Link Road ( Welsh : Ffordd Gyswllt Caerdydd ) , is a distributor road in Cardiff , the capital of Wales . 
 The first section of the PDR to be completed was the Southern Way Link Road in 1978 and the last section was the Butetown Link Road in 1995 . Construction of the first phase of the final link road , the Eastern Bay Link Road , started on 17 March 2016 and is due to be completed by April 2017 . When fully completed , the road will form part of the Cardiff ring road system . The PDR runs west , south and east of Cardiff , with the M4 between junction 30 and junction 33 completing the northern section . The PDR is dual carriageway for its entire length except for the East Moors Viaduct , which is a single carriageway .",242,241,659, .," 
",40,20,21,TARGET,"[284, 362, 19, 17, 18, 17, 5636, 284, 31906, 576, 362, 19, 17, 18, 17, 1154, 892, 374, 1083, 3881, 2987, 438, 279, 83000, 53591, 4831, 9536, 320, 393, 7687, 873, 320, 45781, 549, 434, 8187, 67, 422, 40525, 2257, 339, 84, 809, 2408, 59319, 873, 476, 279, 60592, 5948, 9536, 320, 45781, 549, 434, 8187, 67, 479, 1047, 86, 654, 83, 14413, 261, 10258, 631, 873, 1154, 374, 264, 43068, 5636, 304, 60592, 1154, 279, 6722, 315, 22931, 659, 715, 576, 1156, 3772, 315, 279, 393, 7687, 311, 387, 8145, 572, 279, 16244, 12149, 5948, 9536, 304, 220, 16, 24, 22, 23, 323, 279, 1537, 3772, 572, 279, 1988, 295, 779, 5948, 9536, 304, 220, 16, 24, 24, 20, 659, 24026, 315, 279, 1156, 10262, 315, 279, 1590, 2656, 5636, 1154, 279, 18028, 9154, 5948, 9536, 1154, 3855, 389, 220, 16, 22, 5470, 220, 17, 15, 16, 21, 323, 374, 4152, 311, 387, 8145, 553, 5813, 220, 17, 15, 16, 22, 659, 3197, 7225, 8145, 1154, 279, 5636, 686, 1352, 949, 315, 279, 60592, 10058, 5636, 1849, 659, 576, 393, 7687, 8473, 9710, 1154, 9806, 323, 10984, 315, 60592, 1154, 448, 279, 386, 19, 1948, 48241, 220, 18, 15, 323, 48241, 220, 18, 18, 26568, 279, 18172, 3772, 659, 576, 393, 7687, 374, 18579, 1803, 461, 351, 24723, 369, 1181, 4453, 3084, 3650, 369, 279, 6326, 6050, 1087, 11401, 329, 667, 1154, 892, 374, 264, 3175, 1803, 461, 351, 24723, 659]",102.58807373046875
