row,stim_idx,doc_idx,pos,split,claim_idx,n_claims,n_words,cos_z,Δcos,cos_alone,claim,Δcos_randspan_1,randspan_1_start,Δcos_randspan_2,randspan_2_start,Δcos_randspan_3,randspan_3_start,Δcos_shuffle_words
186,55,395,300,eval,0,3,22,0.7994054719400961,0.006883913786113083,0.48383954461026163,"Narrative format with sports trivia article structure, listing chronological events from a fictional character's career stats with quoted dialogue and parenthetical details.",0.014490951026043253,65,-0.0051719261293773355,74,-0.008228106267738289,75,-0.005649006660494504
187,55,395,300,eval,1,3,38,0.7994054719400961,-0.04715470501637886,0.7250938099932526,"The sentence ""In Week 13 , the team 's response was mixed as the Eagles struggled , while the other team 's narrative slowed "" suggests a second quoted clause mid-sentence describing another event or sequence of actions.",-0.04294514284689932,8,-0.029668953116312236,60,-0.01759828498122573,32,-0.04874154760437688
188,55,395,300,eval,2,3,48,0.7994054719400961,-0.0825741787894233,0.7643256734949482,"Final token "" ' "" opens a quoted word mid-clause (""when the other '""), continuing the second quoted example's list of negative outcomes (""When the team 's statistics slowed , and he '""), strongly expecting ""s's data"" or ""s was"" or ""s had a break"" completing the clause.",-0.05129210310488541,20,-0.05019408560061023,9,-0.04661162516886053,48,-0.03758967602750196
189,56,214,442,eval,0,5,20,0.8189734233163892,0.0007274355454766068,0.539667323224064,"Wiki-style fan article format with numbered sections listing character facts about a fictional superhero, detailing chronological life events and backstory.",-0.01219494459198267,44,-0.047976239716896685,75,-0.008520116252974441,14,-0.022635719032404134
190,56,214,442,eval,1,5,26,0.8189734233163892,-0.01431921320704943,0.6070271625357309,"The sentence structure ""The character 'John Smith' 's early life section describes his attendance at the university and his experiences with the organization 'The Order' .",-0.08156750364438858,51,-0.037871022599736626,40,-0.035801666495029694,41,-0.05159407968300045
191,56,214,442,eval,2,5,18,0.8189734233163892,-0.003707717773297481,0.5173857673965786,""" mirrors a second numbered fact pattern, suggesting continuation of the timeline or elaboration of his childhood details.",-0.0008350161726833338,9,-0.005534023577372982,11,-0.04794603527840913,89,-0.01915414535637061
192,56,214,442,eval,3,5,20,0.8189734233163892,-0.08207757757824263,0.6209183096795179,"Final token "" ' "" opens a repeated quoted clause mid-sentence (""His 'birth year' and other facts about his childhood...",-0.004429936753404973,6,-0.0764850840534882,76,-0.0638545505396857,48,-0.04361324269060196
193,56,214,442,eval,4,5,25,0.8189734233163892,-0.08877897107440458,0.6726796282297344,"John '""), immediately expecting ""s was"" or ""s second paragraph"" or ""s had"" to complete the second fact about timeline details and the organization's history.",-0.09903435671622118,83,-0.005835983894341479,13,-0.015009876310402404,25,-0.03106351752549774
194,57,309,459,eval,0,4,23,0.8977141976973927,-0.017306509831193417,0.4941429774649192,"Wiki article structure: video game encyclopedia entry detailing a console game's design mechanics, with numbered sections describing gameplay characteristics of ""Resident Evil 4.""",-0.0171909679815182,79,-0.007746816762459807,41,-0.0006322345237141924,20,-0.0007868597576019543
195,57,309,459,eval,1,4,17,0.8977141976973927,0.0014084161794178929,0.5295039928190473,"The sentence pattern ""While combat is not the primary focus, airborne encounters are present throughout the game.",-0.0024284861121210977,70,-0.015536869529469755,85,-0.014283791534655976,9,0.00022518319759234906
196,57,309,459,eval,2,4,22,0.8977141976973927,-0.004435332671757997,0.7284390059840644,"Although air combat encounters are"" mirrors earlier content about both types of combat and the presence of shooting opportunities, continuing the list.",-0.006289128767887342,51,-0.020505989644457157,7,-0.003201205843323063,62,-0.003533164672311351
197,57,309,459,eval,3,4,44,0.8977141976973927,-0.027634857362302645,0.867155479015275,"Final token ""are"" completes ""Although air battles are,"" directly continuing the second clause of the parallel list (""Although bullet collisions do occur, Air battles are""), strongly expecting ""possible"" or ""a component of the game, they do occur"" or ""present, but not the primary focus.""",-0.04988970798334369,0,-0.022355520436761922,37,-0.007544675195693906,21,-0.14144416687652905
198,58,107,365,eval,0,3,19,0.8961252919911622,-0.018425139089402354,0.5356454512099209,"Article format: wiki-style article detailing TV show character Scott Baio's career, listing episodes and character traits with chronological progression.",-0.05214385159451229,46,0.004056040155666518,30,-0.016813169953414753,5,0.005126540954224601
199,58,107,365,eval,1,3,36,0.8961252919911622,-0.058532997401077425,0.5823686124142075,"The paragraph structure ""Critical reception towards the character's portrayal received positive feedback"" establishes a second bullet point item (""Actor's portrayal of Carrie Bradshaw""), implying a concluding clause about the show's overall reception or Taylor's performance evaluations.",-0.1302823503628241,38,-0.2856612393973893,63,-0.0578104695176197,20,-0.005189267156391786
200,58,107,365,eval,2,3,45,0.8961252919911622,-0.30205339209656257,0.7819845446359653,"Final token ""towards"" ends an incomplete noun phrase (""Positive towards""), part of a third bullet point clause (""Critical towards""), directly requiring a noun like ""the character of Carrie Bradshaw"" or ""Taylor Swift's portrayal was"" or ""the actress's character received mixed reviews"" continuing the evaluative summary.",-0.14630022084517658,39,-0.11632867955302317,32,-0.006222163734215469,26,-0.08200571593039929
201,59,437,396,eval,0,3,22,0.8633531194606237,-0.005781322127605737,0.38859498592059005,"American military article format with numbered statistics detailing a Florida county's infrastructure, listing specific infrastructure details with structured bullet points and citations.",-0.01878504610989662,69,0.00011651800436363047,33,-0.010421824037758043,15,0.0059062971581056445
202,59,437,396,eval,1,3,39,0.8633531194606237,-0.013539226128464477,0.5285418507224621,"The sentence mid-description (""The second route begins in the city of Palm Bay, utilizing the aforementioned tributary named the Indian River..."") is explaining the second named waterway's source and named tributaries, continuing a parenthetical clause about the county map.",-0.14126738516360982,40,-0.03478788648732778,2,-0.18697417323598375,36,-0.02330555750208596
203,59,437,396,eval,2,3,36,0.8633531194606237,-0.3527026805287161,0.8292304938492305,"Final token "" aforementioned"" is mid-clause (""the aforementioned""), part of a quoted description of the river's named tributary (""using the aforementioned lake...""), expecting ""lake's lake"" or ""tributary's named lake"" or ""other named features of the county.""",-0.35568491444442807,60,-0.029310261177925567,3,-0.009663070167979959,14,-0.04263643410141893
204,60,133,298,eval,0,3,16,0.8909317153231097,-0.00020503659587634004,0.33868260779780046,"Wikipedia article format with structured image metadata listing, mixing historical military vehicle details with trivia format.",-0.017612190955668128,56,-0.017612190955668128,56,-0.017163871992112334,64,-0.006248712703389003
205,60,133,298,eval,1,3,44,0.8909317153231097,-0.05303221279890247,0.6559925108079084,"The sentence ""The 1776 Battle of Fort Washington is a historical marker for a soldier named Thomas Smith who served in the American"" is mid-description of a historical event's name, with a parenthetical example of Revolutionary War-era patriotic content about the War of Independence.",-0.0410878776853586,4,-0.20457460483440848,44,-0.04499547604165555,17,-0.08356601359120575
206,60,133,298,eval,2,3,38,0.8909317153231097,-0.20429331013910934,0.8480154316874058,"Final token ""American"" is mid-phrase (""the American""), part of a quoted historical event name (""during the American""), likely completing with ""Revolutionary War"" or ""War of Independence"" or ""Civil War"" or ""Revolutionary War era,"" continuing the historical citation context.",-0.031701735275675325,14,-0.031221985456698853,10,-0.02333002924672034,2,-0.12438555945314955
207,61,330,510,eval,0,5,15,0.8937795982447434,-0.004535241571843929,0.4608441736910516,Historical article format with numbered sections detailing political representation of African Americans in a U.S.,-0.1461368622563638,41,-0.009932578415360771,12,-0.017300170672981285,23,-0.004395001414056243
208,61,330,510,eval,1,5,7,0.8937795982447434,-0.005711864967633984,0.4727572531706906,"congressional district, using statistics and historical context.",0.007684921521404875,52,-0.056293905343337225,36,-0.056293905343337225,36,-0.0029982300999784606
209,61,330,510,eval,2,5,15,0.8937795982447434,-0.010985776433437344,0.46902284613636963,"The sentence structure ""During the 1980s, African Americans had increased representation in the city council.",-0.0483433396749835,26,-0.009296503968807879,21,-0.00852244143425751,3,-0.02200871197512755
210,61,330,510,eval,3,5,16,0.8937795982447434,-0.07744241002162788,0.8038818289433893,"By 1980, about 25% of Washington D.C.'s"" mirrors a demographic fact about the city's population demographics.",-0.0034033699548843277,9,-0.019225672820003537,21,-0.007856368629457045,18,-0.022869514187873752
211,61,330,510,eval,4,5,29,0.8937795982447434,-0.024994635634546403,0.835051090475368,"Final token ""D.C.'s"" is mid-sentence mid-statistic (""About 1960's""), completing a demographic claim about Washington D.C.'s black population count, expecting ""population was black"" or ""registered voters were black"" or similar.",-0.06294428212498937,46,-0.067313936788569,25,-0.11202201001173062,26,-0.00213405072319095
212,62,215,485,eval,0,3,19,0.925907818840253,0.0006779730761929947,0.33187851210641284,"Literary blog format with cultural criticism tone, listing film adaptations of a novel with scholarly commentary and descriptive prose.",-0.004440411001874756,5,-0.014510042583715799,21,-0.007265307304770041,41,-0.0015273410541096766
213,62,215,485,eval,1,3,39,0.925907818840253,-0.023306125019488144,0.4815608690093692,"The sentence ""In his novel, he also draws on a variety of literary influences, including Saul"" is mid-citation, naming a specific author or character detail about a 1970s gay bar scene, likely a specific literary figure or historical reference.",-0.02801870923688532,3,-0.34864061215591957,31,-0.3159146902313208,39,-0.04200280024961878
214,62,215,485,eval,2,3,36,0.925907818840253,-0.41566522119082916,0.9040653800094819,"Final token ""Saul"" is a truncated proper noun mid-list (""including Saul""), part of an example parenthetical clause (""References to: Saul""), immediately expecting a name like ""Bellow"" or ""Kurland"" or ""Wolfe's"" or ""and other Jewish literary figures.""",-0.016877339540587566,22,-0.4091429223061862,56,-0.43028619622154873,53,-0.10535988396110263
215,63,311,325,eval,0,3,19,0.9020529767698311,-0.02059947605446466,0.5016634527764984,UK marketing/branding report format with statistical data and promotional tone detailing Coca-Cola's sales performance during a music chart period.,-0.012473543974776513,17,-0.00964148558638489,3,-0.018309657019883185,11,-0.003544294924174074
216,63,311,325,eval,1,3,46,0.9020529767698311,-0.00636812823543309,0.7109392673456384,"The sentence ending ""In addition the brand also achieved record market share gains and sales growth during the period and the company reached record highs for brand awareness and market share"" lists multiple achievements, suggesting a concluding clause about business performance metrics or record-breaking sales figures.",-0.01841921813432168,16,-0.04045634262750786,5,-0.010225612667623452,34,-0.024525332048479065
217,63,311,325,eval,2,3,47,0.9020529767698311,-0.2504260125780243,0.8424493273444428,"Final token ""and"" is a conjunction mid-list (""also recorded record profits for the company in sales figures and sales growth and achieved record sales figures and""), expecting a noun phrase like ""its market position was cemented"" or ""reached a record market share"" or ""had a significant revenue.""",-0.012422529068767951,29,-0.010582822323114693,33,-0.026456359359869563,13,-0.07454989412969626
218,64,431,461,eval,0,3,23,0.9069603518111161,-0.005937278594991047,0.5006512078725195,"British historical biography article detailing parliamentary politics of Charles I, systematically describing parliamentary opposition and constitutional crisis with numbered sections and chronological narrative.",-0.003447403928045989,32,-0.029620787129142845,43,-0.0025858926263584436,14,-0.0029825093389141966
219,64,431,461,eval,1,3,37,0.9069603518111161,-0.010352167877892171,0.6922785304137697,"The paragraph structure ""The failure of the Christmas Parliament meant that the Commons were still determined to meet again"" introduces a second meeting event sequence, with a second Parliament meeting described mid-sentence about January 1640's crisis context.",-0.10708868899622281,66,-0.12125035001983975,44,-0.09501665835112183,63,-0.03362894946716588
220,64,431,461,eval,2,3,47,0.9069603518111161,-0.19446730030329884,0.8823517301958771,"Final token ""met"" ends an incomplete clause (""A Parliament meeting met""), part of a chronological list of parliamentary gatherings (""When a conference failed, a Parliament meeting""), expecting continuation like ""in Westminster on 22 November"" or ""again in January to discuss the crisis"" or ""at Oxford to draft.""",-0.13608815489095405,28,-0.1628998285127562,38,-0.18463640244044455,59,-0.374468847149826
221,65,505,463,eval,0,3,20,0.8709104170652038,-0.005393474481771077,0.4377085663645171,"Wiki article format with song lyrics and historical context detailing Destiny's Child's music career, listing album details and chart performances.",0.0060257343651293205,24,-0.09786818538440134,64,-0.006243119471806224,11,0.009144793162428444
222,65,505,463,eval,1,3,43,0.8709104170652038,0.005254234233089794,0.4578456343965538,"The sentence structure ""After the group's tours, Destiny's Child's solo albums were also released and the group performed the songs from The Destiny's Child album"" mirrors a concluding clause about the group's career, suggesting a final reference to their fan club or reunion.",-0.0015889004018426744,16,-0.0211560080964992,2,-0.06602687488059311,30,-0.0027554806302283463
223,65,505,463,eval,2,3,36,0.8709104170652038,-0.3387597930167532,0.8584886356071657,"Final token ""Destiny"" is mid-phrase (""of Destiny""), part of a third clause (""both sides of Destiny's Child's career...and a concert for Destiny""), strongly expecting ""Child's Fan Club"" or ""Child's Own Dreams"" or ""s Child's collective retirement.""",-0.0108729730689745,2,-0.017929640073206077,8,-0.25848939373175417,54,-0.2552500251177615
224,66,487,457,eval,0,4,19,0.8872040192986572,-0.0021398031702615228,0.45311708033632486,"Wiki article format with scholarly/encyclopedic tone describing Japanese folk costume imagery, listing historical influences and cultural elements with citations.",0.0007336703526393817,24,-0.0004843185396909977,28,-0.00854525429123043,4,-0.0014586531434446215
225,66,487,457,eval,1,4,40,0.8872040192986572,0.004318887447076536,0.8059597067094567,"The sentence structure ""While the Chinese origin of the deity is noted as combining both elements, scholars say the concept developed in Japan by the 18th century, but"" introduces a contrasting claim about historical attribution, with a parenthetical clause mid-sentence.",-0.08325485886738604,29,-0.06946288417103119,37,-0.08325485886738604,29,-0.030246334365973793
226,66,487,457,eval,2,4,22,0.8872040192986572,-0.012204960071594884,0.8006404629945031,"Final token ""but"" ends an incomplete clause (""although he states that the idea came from China to Japan, and some scholars claim...",-0.01028755493318323,3,0.0011958171341243107,33,-0.00778417469292203,5,-0.02379775246603244
227,66,487,457,eval,3,4,23,0.8872040192986572,-0.01794672013978027,0.6854951479857979,"but""), expecting continuation like ""the specific details were not adopted"" or ""the other aspects were added later"" or ""his account differs from original.""",-0.011753349758988896,77,0.00265576850543936,36,-0.018060928187374703,55,-0.009570772013369977
228,67,24,392,eval,0,5,20,0.8152549859747157,-0.003332247920998954,0.6925897519945167,"Wiki article format with structured taxonomic entries describing a biological species, listing scientific names and historical classifications with chronological progression.",-0.0001806357579842155,71,-0.014066111796943725,37,-0.01918604030392601,43,-0.010525654601023948
229,67,24,392,eval,1,5,23,0.8152549859747157,-0.0203599498235032,0.6759367068328841,"The sentence structure ""Its taxonomic classification includes multiple names and definitions, with the species being named after the genus 'Lithobates' and related terms.",-0.017666790165690394,27,-0.019245437617319006,22,-0.02219347413798467,39,-0.010167582452103363
230,67,24,392,eval,2,5,16,0.8152549859747157,-0.010520932471695832,0.7239735952399947,"Its taxonomic history dates back..."" implies a second clause continuing the taxonomic history or synonym list.",-0.010674301746261605,36,-0.02292737342577844,8,-0.011462189534966694,47,-0.003977907752033882
231,67,24,392,eval,3,5,15,0.8152549859747157,-0.0018307341003289679,0.6973973220373424,"Final token ""1"" is mid-number in ""it does not publish multiple taxonomic names or classifications...",-0.00850319247776743,36,0.003880742324057662,86,-0.02275834577159075,10,-0.0019155299627581224
232,67,24,392,eval,4,5,27,0.8152549859747157,0.011784082738828694,0.7340578224775381,"This taxon's taxonomic history begins with the following classification..."" — expects ""s"" or "" The following is..."" or ""s the name has been reclassified"" completing the enumeration.",-0.026446621043782925,19,0.008399550016523927,72,0.009422877006642572,69,-0.01845220217891619
233,68,248,40,eval,0,3,20,0.8677497710112528,-0.011773575426905492,0.386620275896005,"Historical sports reference format with a college football tradition, establishing a factual description of Texas A&M's fight song and cheer.",-0.004417365739509571,17,-0.059259656834569574,44,-0.008135321145245733,27,0.0027089921341127976
234,68,248,40,eval,1,3,35,0.8677497710112528,-0.006706861050274848,0.6396235453053081,"The phrase ""The Aggie Marching Band's roar was heard as 'Hail Aggi"" suggests a proper noun or nickname (""The Aggie Spirit""), likely referencing the university's mascot or a specific event name with a historical figure.",-0.14264949809560534,59,-0.14264949809560534,59,-0.138859482404184,60,0.00025663108941076374
235,68,248,40,eval,2,3,40,0.8677497710112528,-0.2182852127632784,0.8248740348958852,"Final token ""Aggi"" is a truncated word mid-phrase (""the Aggi""), part of a quoted nickname (""The Spirit of Aggi""), strongly expecting ""wick"" or ""wickville"" to complete the compound noun, likely continuing with ""Eagle"" or ""Eagle Pride,"" referencing the alma mater.",-0.04225145789947393,21,-0.01451400143716608,9,-0.01987450026084403,8,-0.09970053514606514
236,69,595,331,eval,0,4,17,0.8693632494104001,0.004050076211471021,0.5466318812055309,"Wikipedia-style linguistic article listing language variants with structured comparative data, detailing phonetic characteristics of Greek language forms.",-0.018747399603739057,66,-0.014258664277270183,59,-0.008194481770399387,22,-0.004663424493034585
237,69,595,331,eval,1,4,50,0.8693632494104001,-0.025983068643609997,0.710659803474875,"The sentence ending ""The Greek language itself uses the following three scripts : the standard Modern Greek alphabet , the Macedonian dialect with its own unique characters , and the Albanian language which has no written form"" presents a final enumeration of other languages' written forms and their character counts.",-0.09617875724708225,60,-0.0363651735366578,31,-0.09342839177197249,58,-0.033856642553002136
238,69,595,331,eval,2,4,4,0.8693632494104001,-0.007275916343281841,0.4045038957753077,"Final token "" .",0.002299793743906098,64,-0.005409978570823593,101,0.0001958828107856414,12,-0.0057047847133450125
239,69,595,331,eval,3,4,41,0.8693632494104001,-0.022293206658156595,0.758364729169689,""" closes a third item in a parallel list (""While the latter includes the Turkish language with full written form and the Greek language with reduced characters...""), strongly expecting ""The remaining language's written form is..."" or ""The Slavic dialects' variant counts.""",-0.030101796829980376,59,-0.03299525768268197,41,-0.03501864987787506,36,-0.051117501293150513
240,70,329,268,eval,0,3,25,0.9241751918755847,-0.011282276529015034,0.6341950790982686,"Academic article format with scholarly tone discussing a book about evangelical Protestant church, analyzing a specific article's methodology about a closed religious institution's student population.",-0.027177013736104594,23,-0.004245078058775054,4,-0.00784551059720684,17,-0.017592543529920124
241,70,329,268,eval,1,3,33,0.9241751918755847,-0.028972510333185153,0.6773697338809305,"The paragraph structure ""This paper examines a documentary about a specific evangelical Protestant boarding school in the 1930s"" mirrors the introduction, now directly describing the study subject's characteristics about a ""closed Amish school.""",-0.08138301701378747,53,-0.07726005345570675,51,-0.06528136559941289,35,-0.03336636911404556
242,70,329,268,eval,2,3,44,0.9241751918755847,-0.23422582342593934,0.8787591258804899,"Final token ""an"" is an indefinite article mid-phrase (""of an""), directly continuing the subject description clause ""The account of a specific instance of a Protestant school,"" strongly expecting ""Amish religious institution"" or ""American evangelical school in Ohio"" or ""anonymous Christian boarding school's closed community.""",-0.06224489985451542,28,-0.0342828565865434,12,-0.0643407513000388,34,-0.21244832905910682
243,71,513,394,eval,0,6,20,0.8892084802435517,-0.0016016898440728289,0.6009700800016298,"Wikipedia article format with taxonomic botanical description detailing a species' phylogenetic placement, listing subgenera and species relationships with parenthetical notes.",-0.020717422920400574,18,-0.019742644012135657,10,-0.025824789546944338,48,-0.001385180664402852
244,71,513,394,eval,1,6,6,0.8892084802435517,-0.00705030825140307,0.47321288687566465,"The sentence structure ""The subgenus A.",-0.0026057118920255196,29,-0.004386070211964244,77,-0.007986397830309966,26,-0.0025100651656706496
245,71,513,394,eval,2,6,26,0.8892084802435517,-0.0168347452942339,0.8239675454878325,"subsecunda was originally placed within the genus but excluded from the main cluster, alongside other species including"" continues a specific enumeration of additional species sharing characteristics.",-0.02123924144825784,66,-0.01738898611218942,58,-0.02925118973055485,34,-0.04172523778855819
246,71,513,394,eval,3,6,11,0.8892084802435517,-0.010327895293866685,0.544328772267478,"Final token ""with"" ends an incomplete clause (""it also includes A.",-0.007116733876589509,73,-0.012013064350522185,53,-0.01626706199104222,18,-0.006398425091822535
247,71,513,394,eval,4,6,30,0.8892084802435517,-0.03903991622277836,0.7829592947559033,"subsecunda along with""), part of a parenthetical listing of additional species relationships for the newly defined subgenus, expecting a specific species name or additional members like ""other species of A.",-0.017967918180831988,57,-0.019502082273007093,17,-0.1843937188439968,38,-0.07786736657026228
248,71,513,394,eval,5,6,3,0.8892084802435517,-0.001457820268066401,0.3215020175106126,"subsecunda"" or similar.",-0.017981481339917282,63,0.0017307449638304107,14,0.0008597892638189109,81,-0.0025693370683790295
249,72,238,219,eval,0,3,20,0.9243353654254957,-0.003294897714229972,0.5049522641870403,"British cricket newspaper article format with historical context and statistics, listing England's Test team changes for the 2005 Ashes series.",-0.023798508576980626,24,-0.02831966190653379,55,-0.020618490008415535,23,-0.0009814834370374115
250,72,238,219,eval,1,3,37,0.9243353654254957,-0.03376269938084053,0.8723685864547969,"The sentence structure ""While his batting form was questioned England's new spin bowler Scott Borthwick introduced young spin spinner"" introduces a specific player's unusual choice, naming a spin bowler and a specific player's skill (a spinning spinner).",-0.12312570054165617,35,-0.03613336990584415,40,-0.046117370229827426,57,-0.013056609581607481
251,72,238,219,eval,2,3,39,0.9243353654254957,-0.04221297004070257,0.8922066811353058,"Final token ""spinner"" ends mid-phrase (""Young left handed spin spinner""), part of a list of player attributes (""He replaced former England's left handed spinner""), strongly expecting ""James Tredwell"" or ""David Wiese"" or ""Tim Bresnan as his spin bowling partner.""",-0.03906790393091586,41,-0.03666193170177001,17,-0.06085715442942985,56,-0.10271286976082583
252,73,104,251,eval,0,6,20,0.8158129468330602,-0.04084620666568939,0.5833206256861923,"Structured wiki format with numbered definitions and claims about ""Artificial Intelligence,"" presenting factual claims about the concept's history and characteristics.",-0.08397255085541622,61,-0.043226738846627644,3,-0.05504064680166121,86,-0.062463899967578396
253,73,104,251,eval,1,6,16,0.8158129468330602,-0.04693450479693728,0.6367413582211413,"The sentence ""The passage states that AI is a positive trait for humanity and its growth...",-0.03660887790944489,25,-0.07607526066323411,69,-0.04022743223677694,29,-0.0706175129011759
254,73,104,251,eval,2,6,32,0.8158129468330602,-0.07622236899743318,0.7659436010685886,"The passage also mentions some historical context about the term 'AI' and its usage patterns."" suggests a concluding clause or list continuation expected, likely another claim or summary about the passage's content.",-0.079636755840505,42,-0.04724655123590615,22,-0.08857393358036281,65,-0.0746820102219179
255,73,104,251,eval,3,6,3,0.8158129468330602,-0.06051697043058357,0.45101398118245767,"Final token """,-0.0593494312861893,59,-0.05738498012061788,4,-0.05892428729113641,70,-0.05784958008749497
256,73,104,251,eval,4,6,9,0.8158129468330602,-0.07270998419227859,0.6024552956521285,""" closes a numbered claim mid-sentence (""The passage states...",-0.06429535744859338,48,-0.0401321888026378,32,-0.0587902988623612,46,-0.0564606477556161
257,73,104,251,eval,5,6,31,0.8158129468330602,-0.07326775817987707,0.6780214464119229,"And the second paragraph discusses the history and goals of AI...""), strongly expecting ""The third claim is:"" or ""This passage has been used to argue..."" or similar continuation about the data.",-0.028480852335930784,8,-0.08478598858964936,2,-0.07256050119183355,35,-0.0833474091380354
258,74,115,113,eval,0,3,21,0.9384561350386859,-0.01356483512091522,0.5305039054514754,"British music article format with Wikipedia-style entry structure detailing an album by Scottish rock band Feeder, listing discography and chart performance.",-0.024429105804846807,58,0.00036313439876523024,26,-0.006428500167259932,19,-1.2742974502155668e-05
259,74,115,113,eval,1,3,37,0.9384561350386859,-0.011767305430505637,0.8669576545638342,"The sentence ""The album was released in 2001 and received mixed reviews upon its release, which was met with"" implies a concluding clause about critical reception or accolades, following the pattern ""The album received generally positive reception.""",-0.02272948892191451,44,-0.04711889479508302,0,-0.024836904112087832,39,-0.011669041507913813
260,74,115,113,eval,2,3,44,0.9384561350386859,-0.06189459563135591,0.8954228761052097,"Final token ""with"" ends an incomplete phrase (""met with""), part of a reception clause listing accolades (""The album received mixed reviews that met with""), strongly expecting a noun like ""positive critical acclaim"" or ""wide critical praise"" or ""a generally favorable reception and commercial success.""",-0.027247016835052373,36,-0.036424063535388296,26,-0.035736987594699676,1,-0.024805386144765573
261,75,129,40,eval,0,3,18,0.7981617598261463,-0.00408277821956049,0.30833343089338966,"Trilingual (English/Creole) language format with a search result or dictionary entry structure, presenting a Haitian phrase about earthquake.",-0.04982755094608038,51,0.007232913054572743,19,-0.01655553477350613,63,0.001062376725938119
262,75,129,40,eval,1,3,31,0.7981617598261463,-0.002132831006266378,0.7173416858431884,"The phrase ""Lòt la: Temblble"" mirrors a Haitian Creole word (""Tremble""), suggesting a compound noun or historical term describing Haiti's earthquake or seismic event, likely a proper noun or similar phrase.",-0.05240012929423843,40,-0.05944301030626853,48,-0.057872874061606905,24,0.00425801971187012
263,75,129,40,eval,2,3,32,0.7981617598261463,-0.05790489468907489,0.7832582717356897,"Final token ""Tremble"" is mid-word (""Plamble""), part of a quoted Haitian Creole phrase (""Mòbl ble""), immediately expecting ""mè"" or ""mèt"" (earthquake) or ""yò"" completing the compound noun describing the earthquake or shaking.",-0.05666253334259608,28,-0.013978221170636962,17,-0.06261819162836613,40,-0.010087262253298257
264,76,622,484,eval,0,3,25,0.8165510187590126,-0.011772043901629226,0.16817526556108894,"Wikipedia article format with structured encyclopedia entry on stellar evolution, following a consistent pattern of defining and explaining the main characteristics of a white dwarf.",-0.020879310769250647,76,-0.021163536653961867,74,-0.02081002253333397,73,-0.004572940201268527
265,76,622,484,eval,1,3,38,0.8165510187590126,-0.017786118830563136,0.7218698237745736,"The sentence ""The gravitational force of a white dwarf is balanced by electron degeneracy pressure, preventing it from"" is a standard physics definition clause completing the stellar structure description, directly invoking the gravitational collapse mechanism of a star.",-0.008592744406778818,23,-0.0278294686770445,30,-0.0070997089983521056,3,-0.01574111467908068
266,76,622,484,eval,2,3,40,0.8165510187590126,-0.09275270008075476,0.7798162995098278,"Final token ""from"" ends an incomplete phrase (""preventing it from""), part of the standard astronomical definition clause (""The star's gravity prevents it from collapsing""), immediately requiring a noun like ""collapsing"" or ""completely collapsing"" or ""disintegrating,"" continuing the gravitational mechanics description.",-0.06298976083318908,48,-0.07158636805224083,45,-0.3057950671490577,40,-0.18213930622472974
267,77,169,189,eval,0,3,19,0.8530178711007769,-0.02359347959529179,0.46530246116322804,"Wiki-style scientific article format with technical definitions and properties of silver, listing chemical characteristics and behavior of the element.",-0.01356458099030089,57,-0.005487784993197908,5,0.005970920726244833,36,-0.00694496902373809
268,77,169,189,eval,1,3,47,0.8530178711007769,-0.00330477485144387,0.5818334666950825,"The sentence ""The metal is often found in high concentrations in most uranium ores"" appears to introduce a clause about silver's natural occurrence or mining context, likely continuing with a claim about its rarity or difficulty of extraction from ore samples, possibly referencing the original definition's context.",-0.10240270253044692,54,-0.2374994534514384,61,-0.017155878857192053,43,-0.016205415631331266
269,77,169,189,eval,2,3,46,0.8530178711007769,-0.2468636625409505,0.833841806193069,"Final token ""ores"" ends mid-clause (""in most copper ore ores""), part of an incomplete noun phrase listing sources (""Almost all found in most copper ore ores""), expecting continuation like ""and"" or ""so it is commonly associated"" or ""and other minerals,"" or ""and thus is often impure.""",-0.0075100551041356045,18,-0.009918502393515438,26,-0.09461035750118507,30,-0.2611963348512497
270,78,87,315,eval,0,3,22,0.7967841481608959,-0.013858966704604958,0.5864736327922372,"Wiki-style format with numbered bullet points listing plot elements from a TV show, establishing a structured metadata template with ""Summary"" section header.",-0.009969419736956309,16,-0.03602680419288862,83,-0.007522346639359134,5,-0.006944205795673786
271,78,87,315,eval,1,3,37,0.7967841481608959,-0.020638817699001333,0.6955144846443844,"The phrase "" == Plot : = The story begins"" signals a second section header (""=Definition of the concept= ""), strongly implying the next tokens continue with the defined plot summary or numbered list of story elements.",-0.03046623106725499,26,-0.06823049658227331,65,-0.054582572496417514,53,-0.017907828803529258
272,78,87,315,eval,2,3,49,0.7967841481608959,-0.07420508795142888,0.7499748755191262,"Final token "" = "" closes a header label (""= Plot =""), part of a section structure pattern (""== Summary =""), immediately expecting continuation like ""s"" or "" The following"" or "" ""The character's goal is..."" or "" ""The following is the defined structure:"" completing the defined section header.",-0.038513047570839065,45,-0.04246540341854865,30,-0.016268231432305935,19,-0.058787107514631454
273,79,60,24,eval,0,3,18,0.8839908756785633,-0.007402266819010794,0.5592995467377831,"Biographical filmography format with descriptive prose establishing a celebrity's career details, suggesting a Wikipedia-style entry about David Cronenberg.",-0.014239111245936131,65,-0.009573015172546162,51,-0.013806649440661345,10,0.0008696416639770721
